,region,council,date_issued,council_ref,location_all,location_street,location_suburb,location_area, Location_Postcode ,legal_description,val_number,consent_value,description
88671,Taranaki,South Taranaki,30-Nov-18,StBC180398,Austin Road  South Taranaki,Austin Road,,,  ,,,5300,install metro xtreme rad clean air f./stdg logfire
88672,Taranaki,South Taranaki,30-Nov-18,StBC180449,Fairfield Road  South Taranaki,Fairfield Road,,,  ,,,5000,install scandia warmbrite 300le f/stdg logfire
88673,Taranaki,South Taranaki,30-Nov-18,StBC180520,Kitchener Street  South Taranaki,Kitchener Street,,,  ,,,5000,install metro smart insert logfire
88674,Taranaki,South Taranaki,30-Nov-18,StBC180521,South Road  South Taranaki,South Road,,,  ,,,5000,install metro wee rad f/stdg logfire
88675,Taranaki,South Taranaki,30-Nov-18,StBC180525,Ihaia Road  South Taranaki,Ihaia Road,,,  ,,,5000,install metro eco wee curve f/stdg logfire
88677,Taranaki,South Taranaki,30-Nov-18,StBC180420,Egmont Street  South Taranaki,Egmont Street,,,  ,,,4900,install metro wee rad f/stdg logfire
88687,Taranaki,South Taranaki,30-Dec-18,StBC180445,123 Parahaki Road  South Taranaki,123 Parahaki Road,,Waverley,  ,,,400000,"addition of laundry / new ensuite, kitchen, bathroom, toilet, insulation, install logfire with wetback"
88710,Taranaki,South Taranaki,30-Dec-18,StBC180544,111 Clifford Road  South Taranaki,111 Clifford Road,,Eltham,4322,,,5200,install metro ltd xtreme rad f/stdg logfire
88735,Taranaki,Stratford,2-May-18,St011.2018.00002799.001,109 Cordelia Street  Stratford,109 Cordelia Street,,,,,,"$2,000.00 ",installation of wood burner
88743,Taranaki,Stratford,14-May-18,St011.2018.00002809.001,12 Verona Place  Stratford,12 Verona Place,,,,,,"$5,500.00 ",installation of log fire
88744,Taranaki,Stratford,14-May-18,St011.2018.00002808.001,38A Celia Street  Stratford,38A Celia Street,,,,,,"$4,500.00 ",installation of log fire
88747,Taranaki,Stratford,15-May-18,St011.2018.00002807.001,148 Bredow Road  Stratford,148 Bredow Road,,,,,,"$3,500.00 ",installation of log fire
88873,Tasman,Tasman,30-Jan-18,Tm171203,65 Motueka Quay Motueka Tasman,65 Motueka Quay,Motueka,,,1955001912,,"$400,000.00 ",new dwelling with freestanding metro classic rad woodburner
88909,Tasman,Tasman,30-Jan-18,Tm180039,50 Tata Heights Tata Beach Tasman,50 Tata Heights,Tata Beach,,,1871005125,,"$6,500.00 ",install metro wee rad freestanding wood burner
88911,Tasman,Tasman,30-Jan-18,Tm171274,444 Central Road Lower Moutere Tasman,444 Central Road,Lower Moutere,,,1928038001,,"$5,200.00 ",install new free standing masport wood burner
88912,Tasman,Tasman,30-Jan-18,Tm180008,147 Thorp Street Motueka Tasman,147 Thorp Street,Motueka,,,1955002608,,"$5,000.00 ",install free standing masport osburn woodburner
88914,Tasman,Tasman,30-Jan-18,Tm171329,424 High Street Motueka Tasman,424 High Street,Motueka,,,1956044700,,"$4,767.00 ",install new freestanding metro wee rad woodburner
88915,Tasman,Tasman,30-Jan-18,Tm180041,131 Barnett Avenue Best Island Tasman,131 Barnett Avenue,Best Island,,,1938092800,,"$4,000.00 ",install masport woodburner with wetback
88916,Tasman,Tasman,30-Jan-18,Tm171313,29 Wilkes Street Richmond Tasman,29 Wilkes Street,Richmond,,,1960076900,,"$4,000.00 ",install kent rata inbuilt wood burner
88917,Tasman,Tasman,30-Jan-18,Tm171264,13 High Street Motueka Tasman,13 High Street,Motueka,,,1955003604,,"$3,150.00 ",install free standing metro tiny ped woodburner
88921,Tasman,Tasman,30-Jan-18,Tm171218,576 High Street South Motueka Tasman,576 High Street South,Motueka,,,1928017901,,"$2,000.00 ",install second hand freestanding masport f2000 woodburner
88948,Tasman,Tasman,28-Feb-18,Tm171121,58 Wharf Road Riwaka Tasman,58 Wharf Road,Riwaka,,,1933034305,,"$380,000.00 ",new dwelling with masport akaroa radiant woodburner
88950,Tasman,Tasman,28-Feb-18,Tm171310,Lot 70 Koi Crescent  Tasman,Lot 70 Koi Crescent,,,,1938028511,,"$366,645.00 ",construct new dwelling with woodburner
88965,Tasman,Tasman,28-Feb-18,Tm171297,5 Nelson Street Milnethorpe Tasman,5 Nelson Street,Milnethorpe,,,1862043301,,"$293,000.00 ",new dwelling with freestanding pyroclassic woodburner
88969,Tasman,Tasman,28-Feb-18,Tm171287,309 Waimea West Road Waimea West Tasman,309 Waimea West Road,Waimea West,,,1939026200,,"$285,000.00 ",construct second dwelling with yunca hobson woodburner
88973,Tasman,Tasman,28-Feb-18,Tm171280,734 Main Road Riwaka Riwaka Tasman,734 Main Road Riwaka,Riwaka,,,1933014800,,"$200,000.00 ",construct new dwelling with freestanding wood burner
88974,Tasman,Tasman,28-Feb-18,Tm171168,22 Arapeta Place Takaka Tasman,22 Arapeta Place,Takaka,,,1871021318,,"$198,000.00 ",new dwelling with freestanding yunca monte leg woodburner
88987,Tasman,Tasman,28-Feb-18,Tm180045,759 Wakefield-Kohatu Highway Wakefield- Tasman,759 Wakefield-Kohatu Highway,Wakefield-,,,1937016400,,"$20,000.00 ",install new woodburner with wetback and new hwc
88998,Tasman,Tasman,28-Feb-18,Tm180107,18 Edinburgh Street Takaka Tasman,18 Edinburgh Street,Takaka,,,1874015300,,"$6,000.00 ",new freestanding firenzo contessa woodfire
88999,Tasman,Tasman,28-Feb-18,Tm180069,33 Marlborough Crescent Richmond Tasman,33 Marlborough Crescent,Richmond,,,1961053502,,"$6,000.00 ",install a freestanding woodburner
89000,Tasman,Tasman,28-Feb-18,Tm180074,17 Mickell Road Brooklyn Tasman,17 Mickell Road,Brooklyn,,,1933068208,,"$5,700.00 ",install new freestanding woodburner
89001,Tasman,Tasman,28-Feb-18,Tm180101,A 1585 Dovedale Road Woodstock-Wakefield Tasman,A 1585 Dovedale Road,Woodstock-Wakefield,,,1936027200,,"$5,500.00 ",install a new freestanding woodburner with wetback
89002,Tasman,Tasman,28-Feb-18,Tm180092,2188 Moutere Highway Moutere Tasman,2188 Moutere Highway,Moutere,,,1928071404,,"$5,000.00 ",install a freestanding woodburner
89004,Tasman,Tasman,28-Feb-18,Tm171305,937 Waiwhero Road Ngatimoti Tasman,937 Waiwhero Road,Ngatimoti,,,1928056800,,"$4,500.00 ",install firenzo lady kitchener 800 freestanding woodburner
89006,Tasman,Tasman,28-Feb-18,Tm180064,168 Hill Street Richmond Tasman,168 Hill Street,Richmond,,,1961014500,,"$4,000.00 ",install freestanding woodburner
89007,Tasman,Tasman,28-Feb-18,Tm180073,224 Old School Road Kohatu Tasman,224 Old School Road,Kohatu,,,1925054302,,"$4,000.00 ",install a freestanding woodburner
89008,Tasman,Tasman,28-Feb-18,Tm180080,62 Swamp Road Riwaka Tasman,62 Swamp Road,Riwaka,,,1933052100,,"$3,830.00 ",install a new inbuilt woodburner
89009,Tasman,Tasman,28-Feb-18,Tm180070,55 Quail Valley Road Belgrove Tasman,55 Quail Valley Road,Belgrove,,,1937016700,,"$3,500.00 ",install a freestanding woodburner
89010,Tasman,Tasman,28-Feb-18,Tm180006,1479 Aorere Valley Road Bainham Tasman,1479 Aorere Valley Road,Bainham,,,1862051050,,"$3,500.00 ","remove chimney and fireplace, install new wagner woodburner"
89012,Tasman,Tasman,28-Feb-18,Tm180003,15 Sanderlane Drive Motueka Tasman,15 Sanderlane Drive,Motueka,,,1955031961,,"$1,500.00 ",install masport inbuilt woodburner
89026,Tasman,Tasman,30-Mar-18,Tm180015,126 Bay Vista Drive Pohara Tasman,126 Bay Vista Drive,Pohara,,,1871007517,,"$1,000,000.00 ",new dwelling with woodburner  and internal access garage
89029,Tasman,Tasman,30-Mar-18,Tm171262,244 Thorp Street Motueka Tasman,244 Thorp Street,Motueka,,,1955031861,,"$754,507.00 ",construct new dwelling with freestanding woodburner
89036,Tasman,Tasman,30-Mar-18,Tm180093,4 Martin Conway Road Bronte South Tasman,4 Martin Conway Road,Bronte South,,,1938072273,,"$420,000.00 ",construct new dwelling with freestanding woodburner
89042,Tasman,Tasman,30-Mar-18,Tm171334,74 Bronte Road East Bronte Tasman,74 Bronte Road East,Bronte,,,1938070406,,"$375,000.00 ",construct new dwelling with freestanding wood burner
89122,Tasman,Tasman,30-Mar-18,Tm180102,35 Aldourie Road Waimea West Tasman,35 Aldourie Road,Waimea West,,,1939016901,,"$8,500.00 ",install a diesel woodburner
89123,Tasman,Tasman,30-Mar-18,Tm180239,18 Heritage Crescent Richmond Tasman,18 Heritage Crescent,Richmond,,,1961001112,,"$7,000.00 ",install pyroclassic freestanding wood burner
89124,Tasman,Tasman,30-Mar-18,Tm180096,443 Waiwhero Road Ngatimoti Tasman,443 Waiwhero Road,Ngatimoti,,,1928059305,,"$6,750.00 ",install new freestanding woodburner with wetback
89126,Tasman,Tasman,30-Mar-18,Tm180249,6 Newman Avenue Brightwater Tasman,6 Newman Avenue,Brightwater,,,1939042737,,"$6,000.00 ",install masport freestanding wood burner
89128,Tasman,Tasman,30-Mar-18,Tm180201,38 Main Road Lower Moutere Lower Mouter Tasman,38 Main Road Lower Moutere,Lower Mouter,,,1928025601,,"$5,800.00 ",install a firenzo athena bay inbuilt wood burner
89129,Tasman,Tasman,30-Mar-18,Tm180257,11 Eversley Terrace Richmond Tasman,11 Eversley Terrace,Richmond,,,1961069800,,"$5,800.00 ",install firenzo bronte freestanding wood burner
89130,Tasman,Tasman,30-Mar-18,Tm180236,56 Starveall Street Brightwater Tasman,56 Starveall Street,Brightwater,,,1939035836,,"$5,400.00 ",install jayline freestanding wood burner
89131,Tasman,Tasman,30-Mar-18,Tm180267,2806 Korere-Tophouse Road Korere-Tophou Tasman,2806 Korere-Tophouse Road,Korere-Tophou,,,1925061102,,"$5,000.00 ",install jayline fr400 freestanding wood burner
89134,Tasman,Tasman,30-Mar-18,Tm180224,107 Waiwhero Road Ngatimoti Tasman,107 Waiwhero Road,Ngatimoti,,,1928019600,,"$5,000.00 ",install new masport mckenzie r10000 woodburner
89136,Tasman,Tasman,30-Mar-18,Tm180160,25 Cornwall Place Tata Beach Tasman,25 Cornwall Place,Tata Beach,,,1871005227,,"$4,800.00 ",new freestanding firenzo contessa ag dry wood burner
89137,Tasman,Tasman,30-Mar-18,Tm180141,133 King Edward Street Motueka Tasman,133 King Edward Street,Motueka,,,1956056600,,"$4,700.00 ",install masport r5000 free standing woodburner
89138,Tasman,Tasman,30-Mar-18,Tm180108,228A Hill Street Richmond Tasman,228A Hill Street,Richmond,,,1960034200,,"$4,500.00 ",install inbuilt metro eco smart woodburner
89140,Tasman,Tasman,30-Mar-18,Tm180146,173 Packard Road Richmond Tasman,173 Packard Road,Richmond,,,1871010500,,"$4,000.00 ",install firenzo contessa free standing woodburner
89141,Tasman,Tasman,30-Mar-18,Tm180154,14 Carman Drive Motueka Tasman,14 Carman Drive,Motueka,,,1955002617,,"$4,000.00 ",install new masport r1500 woodstacker woodburner
89142,Tasman,Tasman,30-Mar-18,Tm180122,7 Rosevale Place Richmond Tasman,7 Rosevale Place,Richmond,,,1960015400,,"$4,000.00 ",install tropicair tawa mk111 inbuilt woodburner
89144,Tasman,Tasman,30-Mar-18,Tm180149,3 Fairfield Street Brightwater Tasman,3 Fairfield Street,Brightwater,,,1939039711,,"$4,000.00 ",install woodsman totara inbuilt wood burner
89145,Tasman,Tasman,30-Mar-18,Tm180126,99 Serpentine River Road Aniseed Valley Tasman,99 Serpentine River Road,Aniseed Valley,,,1943047102,,"$4,000.00 ",install metro ltd wee rad free standing woodburner
89147,Tasman,Tasman,30-Mar-18,Tm180184,1376 Moutere Highway Moutere Tasman,1376 Moutere Highway,Moutere,,,1936007100,,"$4,000.00 ",jayline fr400 woodburner with wetback
89148,Tasman,Tasman,30-Mar-18,Tm180185,31 Hollybush Drive Brightwater Tasman,31 Hollybush Drive,Brightwater,,,1939035074,,"$3,800.00 ",install jayline fr400 woodburner
89150,Tasman,Tasman,30-Mar-18,Tm180180,49A Arrow Street Wakefield Tasman,49A Arrow Street,Wakefield,,,1937037001,,"$3,500.00 ",install new woodsman ecr novo woodburner
89151,Tasman,Tasman,30-Mar-18,Tm180174,4 Barnett Avenue Best Island Tasman,4 Barnett Avenue,Best Island,,,1938089810,,"$3,500.00 ",install new fisher hanmer ru woodburner
89152,Tasman,Tasman,30-Mar-18,Tm180268,14 Parker Street Motueka Tasman,14 Parker Street,Motueka,,,1956001100,,"$3,500.00 ",install metro wee rad freestanding wood burner
89153,Tasman,Tasman,30-Mar-18,Tm180248,28A Poole Street Motueka Tasman,28A Poole Street,Motueka,,,1956009100,,"$3,500.00 ",install masport freestanding wood burner
89154,Tasman,Tasman,30-Mar-18,Tm180206,86 Lightband Road Brightwater Tasman,86 Lightband Road,Brightwater,,,1939041700,,"$3,200.00 ",install new jayline fr300 freestanding woodburner
89155,Tasman,Tasman,30-Mar-18,Tm180255,73 Queen Street Richmond Tasman,73 Queen Street,Richmond,,,1961071600,,"$3,000.00 ",install metro eco wee rad free standing woodburner
89157,Tasman,Tasman,30-Mar-18,Tm180279,1/46 Gladstone Road Richmond Tasman,1/46 Gladstone Road,Richmond,,,1957002800,,"$3,000.00 ",install jayline freestanding wood burner
89158,Tasman,Tasman,30-Mar-18,Tm180259,98 Aranui Road Mapua Tasman,98 Aranui Road,Mapua,,,1938036803,,"$3,000.00 ",install metro eco wee rad freestanding log burner
89159,Tasman,Tasman,30-Mar-18,Tm180147,124 Aranui Road Mapua Tasman,124 Aranui Road,Mapua,,,1938023900,,"$3,000.00 ",install metro eco tiny ped free standing woodburner
89160,Tasman,Tasman,30-Mar-18,Tm180215,24 St James Avenue Richmond Tasman,24 St James Avenue,Richmond,,,1959071601,,"$3,000.00 ",install new freestanding metrofire woodburner
89161,Tasman,Tasman,30-Mar-18,Tm180113,38A Gladstone Road Richmond Tasman,38A Gladstone Road,Richmond,,,1957003300,,"$2,999.00 ",install masport r5000p free standing woodburner
89163,Tasman,Tasman,30-Mar-18,Tm180086,29 College Street Motueka Tasman,29 College Street,Motueka,,,1956055100,,"$1,600.00 ",re-locate woodburner
89181,Tasman,Tasman,30-Apr-18,Tm171195,136 Horton Road Tasman Tasman,136 Horton Road,Tasman,,,1928079508,,"$720,000.00 ",new dwelling with freestanding stovax woodburner
89193,Tasman,Tasman,30-Apr-18,Tm180095,135 Seaton Valley Road Mapua Tasman,135 Seaton Valley Road,Mapua,,,1938059709,,"$300,100.00 ",construct new dwelling with woodburner
89196,Tasman,Tasman,30-Apr-18,Tm180029,37 Goddard Road Tasman Tasman,37 Goddard Road,Tasman,,,1928082101,,"$295,000.00 ",construct new dwelling with freestanding wood burner
89202,Tasman,Tasman,30-Apr-18,Tm180155,1 Joseph Senior Way Ruby Bay Tasman,1 Joseph Senior Way,Ruby Bay,,,1938012329,,"$275,000.00 ","major alterations, addition of new log burner"
89218,Tasman,Tasman,30-Apr-18,Tm170858,22 Hotham Street Murchison Tasman,22 Hotham Street,Murchison,,,1915053000,,"$122,000.00 ",construct new dwelling with freestanding wood burner
89245,Tasman,Tasman,30-Apr-18,Tm180231,48 Lightband Road Brightwater Tasman,48 Lightband Road,Brightwater,,,1943039700,,"$9,000.00 ",install kemlan coupe freestanding double sided woodburner
89248,Tasman,Tasman,30-Apr-18,Tm180321,124 Barnett Avenue Best Island Tasman,124 Barnett Avenue,Best Island,,,1938090300,,"$7,500.00 ",install a woodburner
89250,Tasman,Tasman,30-Apr-18,Tm180349,686 Takaka Valley Highway Takaka Valley Tasman,686 Takaka Valley Highway,Takaka Valley,,,1870027805,,"$6,500.00 ",install a freestanding woodburner with wetback
89251,Tasman,Tasman,30-Apr-18,Tm180357,39A Tahi Street Mapua Tasman,39A Tahi Street,Mapua,,,1938048301,,"$6,000.00 ",install firenzo freestanding wood burner
89252,Tasman,Tasman,30-Apr-18,Tm180326,264 McShane Road Wainui Bay Tasman,264 McShane Road,Wainui Bay,,,1871004003,,"$6,000.00 ",install new free standing firenzo bronte woodburner
89253,Tasman,Tasman,30-Apr-18,Tm180381,169 White Road Hope Tasman,169 White Road,Hope,,,1943017100,,"$6,000.00 ",install freestanding masport mackenzie r10000 woodburner
89254,Tasman,Tasman,30-Apr-18,Tm180260,9 Little Sydney Road Brooklyn Tasman,9 Little Sydney Road,Brooklyn,,,1933054900,,"$6,000.00 ",install metro extreme rad freestanding wood burner
89255,Tasman,Tasman,30-Apr-18,Tm180222,40 Seaview Avenue Lower Moutere Tasman,40 Seaview Avenue,Lower Moutere,,,1928041800,,"$5,500.00 ",install new freestanding masport osburn woodburner
89256,Tasman,Tasman,30-Apr-18,Tm180261,1507 Eighty Eight Valley Road Wakefield Tasman,1507 Eighty Eight Valley Road,Wakefield,,,1937065700,,"$5,400.00 ",install pyroclassic freestanding wood burner
89257,Tasman,Tasman,30-Apr-18,Tm180313,23 Fry Street Motueka Tasman,23 Fry Street,Motueka,,,1956005002,,"$5,000.00 ",install new freestanding masport r5000 woodburner
89258,Tasman,Tasman,30-Apr-18,Tm180385,73 Iwa Street Mapua Tasman,73 Iwa Street,Mapua,,,1938041102,,"$5,000.00 ",replace woodburner
89259,Tasman,Tasman,30-Apr-18,Tm180337,45 Arbor-Lea Avenue Richmond Tasman,45 Arbor-Lea Avenue,Richmond,,,1958001613,,"$5,000.00 ",install new clean air woodburner
89260,Tasman,Tasman,30-Apr-18,Tm180289,81 Parker Street Motueka Tasman,81 Parker Street,Motueka,,,1956001907,,"$5,000.00 ",install clean air dry model woodburner
89261,Tasman,Tasman,30-Apr-18,Tm180287,250 Umukuri Road Riwaka Tasman,250 Umukuri Road,Riwaka,,,1933065500,,"$5,000.00 ",install a woodsman woodburner
89262,Tasman,Tasman,30-Apr-18,Tm180295,16 North Road Golden Downs Tasman,16 North Road,Golden Downs,,,1925055701,,"$5,000.00 ",installation of firenzo contessa leg ru model  woodburner
89263,Tasman,Tasman,30-Apr-18,Tm180382,3 Boyce Street Motueka Tasman,3 Boyce Street,Motueka,,,1955015816,,"$5,000.00 ",install a freestanding woodburner
89264,Tasman,Tasman,30-Apr-18,Tm180311,58 Woodland Avenue Motueka Tasman,58 Woodland Avenue,Motueka,,,1955031240,,"$4,850.00 ",install new insert woodburner
89265,Tasman,Tasman,30-Apr-18,Tm180309,80 Greenwood Street Motueka Tasman,80 Greenwood Street,Motueka,,,1955016415,,"$4,650.00 ",install new tropicair woodburner
89266,Tasman,Tasman,30-Apr-18,Tm180242,1481 Motueka Valley Highway Motueka-Woo Tasman,1481 Motueka Valley Highway,Motueka-Woo,,,1928053500,,"$4,500.00 ",install warmington studio series freestanding  woodburner
89267,Tasman,Tasman,30-Apr-18,Tm180284,10 Somerville Lane Brightwater Tasman,10 Somerville Lane,Brightwater,,,1939042601,,"$4,000.00 ",install masport akaroa woodburner
89268,Tasman,Tasman,30-Apr-18,Tm180304,421 Main Road Riwaka Riwaka Tasman,421 Main Road Riwaka,Riwaka,,,1933050000,,"$4,000.00 ",install masport woodburner
89269,Tasman,Tasman,30-Apr-18,Tm180324,49 Pitfure Road Wakefield Tasman,49 Pitfure Road,Wakefield,,,1937031002,,"$4,000.00 ",install a masport woodburner
89270,Tasman,Tasman,30-Apr-18,Tm180286,35 Higgs Road Mapua Tasman,35 Higgs Road,Mapua,,,1938031800,,"$4,000.00 ",install a masport woodburner
89271,Tasman,Tasman,30-Apr-18,Tm180303,144 Moutere Highway Moutere Tasman,144 Moutere Highway,Moutere,,,1939005305,,"$4,000.00 ",install masport woodburner
89272,Tasman,Tasman,30-Apr-18,Tm180329,532 Tadmor Valley Road Tapawera Tasman,532 Tadmor Valley Road,Tapawera,,,1925021100,,"$3,500.00 ",installation of woodsman aspen woodburner
89273,Tasman,Tasman,30-Apr-18,Tm180306,61 Sanderlane Drive Motueka Tasman,61 Sanderlane Drive,Motueka,,,1955031868,,"$3,500.00 ",install a metro woodburner
89274,Tasman,Tasman,30-Apr-18,Tm180380,146 Lord Rutherford Road South Brightwa Tasman,146 Lord Rutherford Road South,Brightwa,,,1939032900,,"$3,500.00 ",install a new woodburner to existing wetback
89275,Tasman,Tasman,30-Apr-18,Tm180230,1 Wadsworth Street Takaka Tasman,1 Wadsworth Street,Takaka,,,1874002900,,"$3,500.00 ",install masport r5000 free standing woodburner
89276,Tasman,Tasman,30-Apr-18,Tm180299,26 Parapara Beach Road Parapara Tasman,26 Parapara Beach Road,Parapara,,,1862045226,,"$3,500.00 ",install new yunca monte euro rural woodburner
89277,Tasman,Tasman,30-Apr-18,Tm180285,10 Alfred Sheat Street Richmond Tasman,10 Alfred Sheat Street,Richmond,,,1959058300,,"$3,300.00 ",install jayline is550 inbuilt woodburner
89278,Tasman,Tasman,30-Apr-18,Tm180361,5 Tait Street Ruby Bay Tasman,5 Tait Street,Ruby Bay,,,1938013500,,"$3,200.00 ",replace woodburner following cyclone
89279,Tasman,Tasman,30-Apr-18,Tm180225,110 Stafford Drive Ruby Bay Tasman,110 Stafford Drive,Ruby Bay,,,1938013200,,"$3,000.00 ",install magnum p100 free standing woodburner
89280,Tasman,Tasman,30-Apr-18,Tm180379,55 Waitapu Road Takaka Tasman,55 Waitapu Road,Takaka,,,1874000103,,"$3,000.00 ",install new metro woodfire
89281,Tasman,Tasman,30-Apr-18,Tm180383,8 Washbourn Drive Richmond Tasman,8 Washbourn Drive,Richmond,,,1960055200,,"$3,000.00 ",install a freestanding metro woodburner
89282,Tasman,Tasman,30-Apr-18,Tm180300,436 Church Valley Road Wairoa Gorge Tasman,436 Church Valley Road,Wairoa Gorge,,,1937053901,,"$3,000.00 ",install a jayline woodburner
89283,Tasman,Tasman,30-Apr-18,Tm180386,18 Warren Kelly Street Richmond Tasman,18 Warren Kelly Street,Richmond,,,1961016000,,"$3,000.00 ",install a new woodburner
89284,Tasman,Tasman,30-Apr-18,Tm180338,46 Teapot Valley Road Waimea West Tasman,46 Teapot Valley Road,Waimea West,,,1939026001,,"$3,000.00 ",install freestanding woodburner
89285,Tasman,Tasman,30-Apr-18,Tm180314,49 Edward Street Richmond Tasman,49 Edward Street,Richmond,,,1960095000,,"$3,000.00 ",installation of tropicair tawa mk iii woodburner
89286,Tasman,Tasman,30-Apr-18,Tm180331,36 Matai Crescent Tapawera Tasman,36 Matai Crescent,Tapawera,,,1925049625,,"$3,000.00 ",install new inbuilt woodsman tasman mk ii woodburner
89287,Tasman,Tasman,30-Apr-18,Tm180301,82 Old Mill Road Riwaka Tasman,82 Old Mill Road,Riwaka,,,1933065801,,"$3,000.00 ",install woodsman freestanding wood burner
89288,Tasman,Tasman,30-Apr-18,Tm180315,3 Hunt Terrace Wakefield Tasman,3 Hunt Terrace,Wakefield,,,1937025103,,"$3,000.00 ",installation of masport osburn 1600 woodburner
89289,Tasman,Tasman,30-Apr-18,Tm180227,19 Baxter Street St Arnaud Tasman,19 Baxter Street,St Arnaud,,,1918052500,,"$3,000.00 ",install metro eco wee rad free standing woodburner
89290,Tasman,Tasman,30-Apr-18,Tm180291,170 Pigeon Valley South Branch Road Wak Tasman,170 Pigeon Valley South Branch Road,Wak,,,1937002600,,"$2,500.00 ",install jayline fr400 woodburner
89292,Tasman,Tasman,30-Apr-18,Tm180354,7 Te Aroha Place Mapua Tasman,7 Te Aroha Place,Mapua,,,1938030527,,"$2,500.00 ",re-position woodburner and replace flue
89293,Tasman,Tasman,30-Apr-18,Tm180297,18 Hotham Street Murchison Tasman,18 Hotham Street,Murchison,,,1915052900,,"$2,000.00 ",install metro wee rad woodburner
89294,Tasman,Tasman,30-Apr-18,Tm180328,134 Barnett Avenue Best Island Tasman,134 Barnett Avenue,Best Island,,,1938090700,,"$2,000.00 ",install new freestanding metro eco tiny rad  woodburner
89295,Tasman,Tasman,30-Apr-18,Tm180387,12 Feary Crescent Takaka Tasman,12 Feary Crescent,Takaka,,,1874014924,,"$2,000.00 ",install new metro woodburner
89299,Tasman,Tasman,30-Apr-18,Tm171195,136 Horton Road Tasman Tasman,136 Horton Road,Tasman,,,1928079508,,"$720,000.00 ",new dwelling with freestanding stovax woodburner
89311,Tasman,Tasman,30-Apr-18,Tm180095,135 Seaton Valley Road Mapua Tasman,135 Seaton Valley Road,Mapua,,,1938059709,,"$300,100.00 ",construct new dwelling with woodburner
89314,Tasman,Tasman,30-Apr-18,Tm180029,37 Goddard Road Tasman Tasman,37 Goddard Road,Tasman,,,1928082101,,"$295,000.00 ",construct new dwelling with freestanding wood burner
89320,Tasman,Tasman,30-Apr-18,Tm180155,1 Joseph Senior Way Ruby Bay Tasman,1 Joseph Senior Way,Ruby Bay,,,1938012329,,"$275,000.00 ","major alterations, addition of new log burner"
89336,Tasman,Tasman,30-Apr-18,Tm170858,22 Hotham Street Murchison Tasman,22 Hotham Street,Murchison,,,1915053000,,"$122,000.00 ",construct new dwelling with freestanding wood burner
89363,Tasman,Tasman,30-Apr-18,Tm180231,48 Lightband Road Brightwater Tasman,48 Lightband Road,Brightwater,,,1943039700,,"$9,000.00 ",install kemlan coupe freestanding double sided woodburner
89366,Tasman,Tasman,30-Apr-18,Tm180321,124 Barnett Avenue Best Island Tasman,124 Barnett Avenue,Best Island,,,1938090300,,"$7,500.00 ",install a woodburner
89368,Tasman,Tasman,30-Apr-18,Tm180349,686 Takaka Valley Highway Takaka Valley Tasman,686 Takaka Valley Highway,Takaka Valley,,,1870027805,,"$6,500.00 ",install a freestanding woodburner with wetback
89369,Tasman,Tasman,30-Apr-18,Tm180357,39A Tahi Street Mapua Tasman,39A Tahi Street,Mapua,,,1938048301,,"$6,000.00 ",install firenzo freestanding wood burner
89370,Tasman,Tasman,30-Apr-18,Tm180326,264 McShane Road Wainui Bay Tasman,264 McShane Road,Wainui Bay,,,1871004003,,"$6,000.00 ",install new free standing firenzo bronte woodburner
89371,Tasman,Tasman,30-Apr-18,Tm180381,169 White Road Hope Tasman,169 White Road,Hope,,,1943017100,,"$6,000.00 ",install freestanding masport mackenzie r10000 woodburner
89372,Tasman,Tasman,30-Apr-18,Tm180260,9 Little Sydney Road Brooklyn Tasman,9 Little Sydney Road,Brooklyn,,,1933054900,,"$6,000.00 ",install metro extreme rad freestanding wood burner
89373,Tasman,Tasman,30-Apr-18,Tm180222,40 Seaview Avenue Lower Moutere Tasman,40 Seaview Avenue,Lower Moutere,,,1928041800,,"$5,500.00 ",install new freestanding masport osburn woodburner
89374,Tasman,Tasman,30-Apr-18,Tm180261,1507 Eighty Eight Valley Road Wakefield Tasman,1507 Eighty Eight Valley Road,Wakefield,,,1937065700,,"$5,400.00 ",install pyroclassic freestanding wood burner
89375,Tasman,Tasman,30-Apr-18,Tm180313,23 Fry Street Motueka Tasman,23 Fry Street,Motueka,,,1956005002,,"$5,000.00 ",install new freestanding masport r5000 woodburner
89376,Tasman,Tasman,30-Apr-18,Tm180385,73 Iwa Street Mapua Tasman,73 Iwa Street,Mapua,,,1938041102,,"$5,000.00 ",replace woodburner
89377,Tasman,Tasman,30-Apr-18,Tm180337,45 Arbor-Lea Avenue Richmond Tasman,45 Arbor-Lea Avenue,Richmond,,,1958001613,,"$5,000.00 ",install new clean air woodburner
89378,Tasman,Tasman,30-Apr-18,Tm180289,81 Parker Street Motueka Tasman,81 Parker Street,Motueka,,,1956001907,,"$5,000.00 ",install clean air dry model woodburner
89379,Tasman,Tasman,30-Apr-18,Tm180287,250 Umukuri Road Riwaka Tasman,250 Umukuri Road,Riwaka,,,1933065500,,"$5,000.00 ",install a woodsman woodburner
89380,Tasman,Tasman,30-Apr-18,Tm180295,16 North Road Golden Downs Tasman,16 North Road,Golden Downs,,,1925055701,,"$5,000.00 ",installation of firenzo contessa leg ru model  woodburner
89381,Tasman,Tasman,30-Apr-18,Tm180382,3 Boyce Street Motueka Tasman,3 Boyce Street,Motueka,,,1955015816,,"$5,000.00 ",install a freestanding woodburner
