WKT,id,rna_id,rcl_id,address,house_number,range_low,range_high,road_name,locality,territorial_authority,road_name_utf8,address_utf8,locality_utf8,shape_X,shape_Y
POINT (171.18758755 -44.5324409667),124281,1786795,41356,"39 Thackeray Street, Saint Andrews",39,39,,Thackeray Street,Saint Andrews,Waimate District,Thackeray Street,"39 Thackeray Street, Saint Andrews",Saint Andrews,171.18758755,-44.5324409667
POINT (170.5103685333 -44.6924635333),947553,3060426,43639,"523 Hakataramea Valley Road, Hakataramea, Kurow",523,523,,Hakataramea Valley Road,Hakataramea,Waimate District,Hakataramea Valley Road,"523 Hakataramea Valley Road, Hakataramea, Kurow",Hakataramea,170.510368533,-44.6924635333
POINT (170.528613 -44.661198),947606,1782305,281750,"302 Milne Road, Hakataramea, Kurow",302,302,,Milne Road,Hakataramea,Waimate District,Milne Road,"302 Milne Road, Hakataramea, Kurow",Hakataramea,170.52861299999998,-44.661198
POINT (170.643755 -44.683846),947633,3072756,321026,"430 Tabletop Road, Hakataramea Valley",430,430,,Tabletop Road,Hakataramea Valley,Waimate District,Tabletop Road,"430 Tabletop Road, Hakataramea Valley",Hakataramea Valley,170.643755,-44.683846
POINT (171.032183 -44.771348),947921,1783548,33211,"306 Uretane Road, Waimate",306,306,,Uretane Road,Waimate,Waimate District,Uretane Road,"306 Uretane Road, Waimate",Waimate,171.032183,-44.771347999999996
POINT (171.114344 -44.84592),947979,1782314,36567,"802 Morven Glenavy Road, Morven",802,802,,Morven Glenavy Road,Morven,Waimate District,Morven Glenavy Road,"802 Morven Glenavy Road, Morven",Morven,171.114344,-44.84592
POINT (171.127667 -44.7560612333),948074,1782214,33883,"145 Half Chain Road, Waimate",145,145,,Half Chain Road,Waimate,Waimate District,Half Chain Road,"145 Half Chain Road, Waimate",Waimate,171.127667,-44.7560612333
POINT (171.0013200167 -44.7189026833),948247,1787271,50796,"406 Mill Road, Waimate",406,406,,Mill Road,Waimate,Waimate District,Mill Road,"406 Mill Road, Waimate",Waimate,171.001320017,-44.7189026833
POINT (171.029719 -44.72233),948255,1783514,35076,"9 Short Street, Waimate",9,9,,Short Street,Waimate,Waimate District,Short Street,"9 Short Street, Waimate",Waimate,171.029719,-44.72233
POINT (171.032535 -44.719453),948261,1782267,40101,"14 Bakers Road, Waimate",14,14,,Bakers Road,Waimate,Waimate District,Bakers Road,"14 Bakers Road, Waimate",Waimate,171.032535,-44.719453
POINT (171.054124 -44.719512),948275,1782285,44326,"124 Maytown Road, Waimate",124,124,,Maytown Road,Waimate,Waimate District,Maytown Road,"124 Maytown Road, Waimate",Waimate,171.054124,-44.719512
POINT (171.052199 -44.719293),948277,1782285,44326,"139 Maytown Road, Waimate",139,139,,Maytown Road,Waimate,Waimate District,Maytown Road,"139 Maytown Road, Waimate",Waimate,171.052199,-44.719293
POINT (171.0404758833 -44.6524932333),949314,1782346,32812,"113 Bells Road, Makikihi",113,113,,Bells Road,Makikihi,Waimate District,Bells Road,"113 Bells Road, Makikihi",Makikihi,171.040475883,-44.6524932333
POINT (171.098528 -44.681247),949347,1782268,45065,"306 Lower Hook Road, Makikihi",306,306,,Lower Hook Road,Makikihi,Waimate District,Lower Hook Road,"306 Lower Hook Road, Makikihi",Makikihi,171.09852800000002,-44.681247
POINT (171.044358 -44.577675),949408,3073331,47299,"563 Teschemaker Valley Road, Otaio",563,563,,Teschemaker Valley Road,Otaio,Waimate District,Teschemaker Valley Road,"563 Teschemaker Valley Road, Otaio",Otaio,171.04435800000002,-44.577675
POINT (171.148587 -44.525834),949509,3042767,54745,"342 Blue Cliffs Road, Saint Andrews",342,342,,Blue Cliffs Road,Saint Andrews,Waimate District,Blue Cliffs Road,"342 Blue Cliffs Road, Saint Andrews",Saint Andrews,171.14858700000002,-44.525834
POINT (171.106736 -44.474287),949633,1783509,56506,"197 Scotts Road, Saint Andrews",197,197,,Scotts Road,Saint Andrews,Waimate District,Scotts Road,"197 Scotts Road, Saint Andrews",Saint Andrews,171.106736,-44.474287
POINT (170.948859 -44.369136),949736,3026216,29219,"271 Cliffs Road, Maungati",271,271,,Cliffs Road,Maungati,Waimate District,Cliffs Road,"271 Cliffs Road, Maungati",Maungati,170.948859,-44.369136
POINT (170.921112 -44.404975),950334,1782193,32161,"77 Galways Road, Maungati",77,77,,Galways Road,Maungati,Waimate District,Galways Road,"77 Galways Road, Maungati",Maungati,170.92111200000002,-44.404975
POINT (170.959249 -44.531562),950417,3006169,34942,"2900 Back Line Road, Otaio",2900,2900,,Back Line Road,Otaio,Waimate District,Back Line Road,"2900 Back Line Road, Otaio",Otaio,170.959249,-44.531562
POINT (171.1218177 -44.54094895),951027,1786569,45286,"396 Hillboro Road, Otaio",396,396,,Hillboro Road,Otaio,Waimate District,Hillboro Road,"396 Hillboro Road, Otaio",Otaio,171.12181769999998,-44.54094895
POINT (171.0469318833 -44.7271636833),122191,1786551,47057,"3 Carlisle Street, Waimate",3,3,,Carlisle Street,Waimate,Waimate District,Carlisle Street,"3 Carlisle Street, Waimate",Waimate,171.04693188299998,-44.7271636833
POINT (171.08670305 -44.6148862833),949390,3068048,47416,"451 Makikihi Hunter Road, Makikihi",451,451,,Makikihi Hunter Road,Makikihi,Waimate District,Makikihi Hunter Road,"451 Makikihi Hunter Road, Makikihi",Makikihi,171.08670305,-44.6148862833
POINT (171.0005081167 -44.5896366167),1626192,1783523,43162,"19 Stanleys Road, Otaio",19,19,,Stanleys Road,Otaio,Waimate District,Stanleys Road,"19 Stanleys Road, Otaio",Otaio,171.000508117,-44.5896366167
POINT (171.1389646333 -44.9173067),1845876,1782160,36107,"289 Andrews Road, Glenavy",289,289,,Andrews Road,Glenavy,Waimate District,Andrews Road,"289 Andrews Road, Glenavy",Glenavy,171.138964633,-44.917306700000005
POINT (171.1014835 -44.9216676667),1934566,3052729,321303,"3/4963 Waimate Highway, Glenavy",3/4963,4963,,Waimate Highway,Glenavy,Waimate District,Waimate Highway,"3/4963 Waimate Highway, Glenavy",Glenavy,171.1014835,-44.9216676667
POINT (171.0345637833 -44.7330451333),121022,1782330,42557,"44 Opie Street, Waimate",44,44,,Opie Street,Waimate,Waimate District,Opie Street,"44 Opie Street, Waimate",Waimate,171.03456378299998,-44.7330451333
POINT (171.0328527167 -44.7352281),121086,1782129,320693,"13 Mortimer Street, Waimate",13,13,,Mortimer Street,Waimate,Waimate District,Mortimer Street,"13 Mortimer Street, Waimate",Waimate,171.032852717,-44.7352281
POINT (171.0422066167 -44.730563),121404,1787213,30535,"32 Rhodes Street, Waimate",32,32,,Rhodes Street,Waimate,Waimate District,Rhodes Street,"32 Rhodes Street, Waimate",Waimate,171.042206617,-44.730563000000004
POINT (171.0352487833 -44.7329546167),121425,1782330,42557,"35 Opie Street, Waimate",35,35,,Opie Street,Waimate,Waimate District,Opie Street,"35 Opie Street, Waimate",Waimate,171.035248783,-44.7329546167
POINT (171.0437075 -44.7310022167),121636,1786566,50658,"8 Harris Street, Waimate",8,8,,Harris Street,Waimate,Waimate District,Harris Street,"8 Harris Street, Waimate",Waimate,171.04370749999998,-44.7310022167
POINT (171.0493791333 -44.7296617167),122018,1782134,47683,"14 Parsonage Road, Waimate",14,14,,Parsonage Road,Waimate,Waimate District,Parsonage Road,"14 Parsonage Road, Waimate",Waimate,171.049379133,-44.7296617167
POINT (171.0481251167 -44.7286344833),122123,1782134,53280,"26 Parsonage Road, Waimate",26,26,,Parsonage Road,Waimate,Waimate District,Parsonage Road,"26 Parsonage Road, Waimate",Waimate,171.048125117,-44.7286344833
POINT (171.05482845 -44.72903995),122150,3068003,34940,"30 Timaru Road, Waimate",30,30,,Timaru Road,Waimate,Waimate District,Timaru Road,"30 Timaru Road, Waimate",Waimate,171.05482845,-44.72903995
POINT (171.031611 -44.855713),947870,1782164,321282,"274 Dog Kennel Road, Ikawai",274,274,,Dog Kennel Road,Ikawai,Waimate District,Dog Kennel Road,"274 Dog Kennel Road, Ikawai",Ikawai,171.031611,-44.855713
POINT (171.1442672 -44.6820098333),949375,1782232,40212,"83 Hook Station Road, Makikihi",83,83,,Hook Station Road,Makikihi,Waimate District,Hook Station Road,"83 Hook Station Road, Makikihi",Makikihi,171.14426719999997,-44.6820098333
POINT (171.064103 -44.555419),949442,1783575,282461,"808 Woolshed Valley Road, Otaio",808,808,,Woolshed Valley Road,Otaio,Waimate District,Woolshed Valley Road,"808 Woolshed Valley Road, Otaio",Otaio,171.064103,-44.555419
POINT (171.0954970167 -44.5299900167),949481,1782180,43604,"162 Esk Valley Road, Otaio",162,162,,Esk Valley Road,Otaio,Waimate District,Esk Valley Road,"162 Esk Valley Road, Otaio",Otaio,171.095497017,-44.5299900167
POINT (171.003002 -44.499522),949521,3042767,45740,"1607 Blue Cliffs Road, Otaio",1607,1607,,Blue Cliffs Road,Otaio,Waimate District,Blue Cliffs Road,"1607 Blue Cliffs Road, Otaio",Otaio,171.003002,-44.499522
POINT (171.1834723167 -44.4949425833),949620,1839279,37416,"11 Sullivan Road, Saint Andrews",11,11,,Sullivan Road,Saint Andrews,Waimate District,Sullivan Road,"11 Sullivan Road, Saint Andrews",Saint Andrews,171.183472317,-44.4949425833
POINT (171.100981 -44.921226),950283,3052729,321303,"4962 Waimate Highway, Glenavy",4962,4962,,Waimate Highway,Glenavy,Waimate District,Waimate Highway,"4962 Waimate Highway, Glenavy",Glenavy,171.10098100000002,-44.921226000000004
POINT (171.0891810667 -44.8083079833),950332,3052729,42329,"3664 Waimate Highway, Morven",3664,3664,,Waimate Highway,Morven,Waimate District,Waimate Highway,"3664 Waimate Highway, Morven",Morven,171.089181067,-44.8083079833
POINT (170.765893 -44.779411),951106,1783579,321295,"609 Zig Zag Road, Elephant Hill",609,609,,Zig Zag Road,Elephant Hill,Waimate District,Zig Zag Road,"609 Zig Zag Road, Elephant Hill",Elephant Hill,170.765893,-44.779410999999996
POINT (171.0403010333 -44.7432549833),1397096,3004941,56154,"32 Gorge Road, Waimate",32,32,,Gorge Road,Waimate,Waimate District,Gorge Road,"32 Gorge Road, Waimate",Waimate,171.040301033,-44.7432549833
POINT (171.05152105 -44.73325255),1432432,1782255,32494,"13B Kennedy Crescent, Waimate",13B,13,,Kennedy Crescent,Waimate,Waimate District,Kennedy Crescent,"13B Kennedy Crescent, Waimate",Waimate,171.05152105,-44.73325255
POINT (171.0563677 -44.7390106833),1660122,1782163,317858,"8A Dobson Street, Waimate",8A,8,,Dobson Street,Waimate,Waimate District,Dobson Street,"8A Dobson Street, Waimate",Waimate,171.05636769999998,-44.7390106833
POINT (171.03454005 -44.7350289333),121105,1782162,30766,"2 Dixon Street, Waimate",2,2,,Dixon Street,Waimate,Waimate District,Dixon Street,"2 Dixon Street, Waimate",Waimate,171.03454005,-44.7350289333
POINT (171.03607525 -44.7252531333),121294,1782127,41297,"203 High Street, Waimate",203,203,,High Street,Waimate,Waimate District,High Street,"203 High Street, Waimate",Waimate,171.03607525,-44.7252531333
POINT (171.0421180667 -44.7350714833),121877,1783512,39739,"90 Shearman Street, Waimate",90,90,,Shearman Street,Waimate,Waimate District,Shearman Street,"90 Shearman Street, Waimate",Waimate,171.04211806700002,-44.7350714833
POINT (171.0548949167 -44.7373651333),122416,1787211,47889,"1 Holmes Street, Waimate",1,1,,Holmes Street,Waimate,Waimate District,Holmes Street,"1 Holmes Street, Waimate",Waimate,171.054894917,-44.7373651333
POINT (171.05130905 -44.7353612),297852,1787410,50746,"5 Michael Street, Waimate",5,5,,Michael Street,Waimate,Waimate District,Michael Street,"5 Michael Street, Waimate",Waimate,171.05130905,-44.7353612
POINT (170.52635 -44.660777),947615,1816840,281751,"21 Peski Road, Hakataramea, Kurow",21,21,,Peski Road,Hakataramea,Waimate District,Peski Road,"21 Peski Road, Hakataramea, Kurow",Hakataramea,170.52635,-44.660777
POINT (171.064845 -44.745846),948009,1782234,45944,"23 Horgans Road, Waimate",23,23,,Horgans Road,Waimate,Waimate District,Horgans Road,"23 Horgans Road, Waimate",Waimate,171.064845,-44.745846
POINT (171.097997 -44.715438),948192,3068003,47071,"413 Timaru Road, Waimate",413,413,,Timaru Road,Waimate,Waimate District,Timaru Road,"413 Timaru Road, Waimate",Waimate,171.097997,-44.715438
POINT (170.9747898833 -44.6434618333),949281,3048766,29225,"356 Engelbrechts Road, Hunter",356,356,,Engelbrechts Road,Hunter,Waimate District,Engelbrechts Road,"356 Engelbrechts Road, Hunter",Hunter,170.974789883,-44.6434618333
POINT (171.117071 -44.671171),949325,1782231,30373,"36 Hook School Road, Makikihi",36,36,,Hook School Road,Makikihi,Waimate District,Hook School Road,"36 Hook School Road, Makikihi",Makikihi,171.117071,-44.671171
POINT (171.035378 -44.575419),949410,3073331,41402,"661 Teschemaker Valley Road, Otaio",661,661,,Teschemaker Valley Road,Otaio,Waimate District,Teschemaker Valley Road,"661 Teschemaker Valley Road, Otaio",Otaio,171.035378,-44.575419000000004
POINT (171.1801644333 -44.4929756),949585,3065883,35891,"163 Pareora River Road, Saint Andrews",163,163,,Pareora River Road,Saint Andrews,Waimate District,Pareora River Road,"163 Pareora River Road, Saint Andrews",Saint Andrews,171.180164433,-44.4929756
POINT (170.996634 -44.425352),949692,1786555,320757,"232 Craigmore Hill Road, Maungati",232,232,,Craigmore Hill Road,Maungati,Waimate District,Craigmore Hill Road,"232 Craigmore Hill Road, Maungati",Maungati,170.996634,-44.425352000000004
POINT (171.0761577167 -44.7384749167),950333,1782279,48578,"60 Manchesters Road, Waimate",60,60,,Manchesters Road,Waimate,Waimate District,Manchesters Road,"60 Manchesters Road, Waimate",Waimate,171.076157717,-44.7384749167
POINT (171.0441053167 -44.7349697167),1176625,3015409,33699,"154 Queen Street, Waimate",154,154,,Queen Street,Waimate,Waimate District,Queen Street,"154 Queen Street, Waimate",Waimate,171.044105317,-44.7349697167
POINT (171.1005778 -44.9164019667),1444464,3006396,56095,"25 Innes Street, Glenavy",25,25,,Innes Street,Glenavy,Waimate District,Innes Street,"25 Innes Street, Glenavy",Glenavy,171.10057780000002,-44.9164019667
POINT (171.0337842667 -44.7367145833),121094,1783517,42979,"18 Smith Street, Waimate",18,18,,Smith Street,Waimate,Waimate District,Smith Street,"18 Smith Street, Waimate",Waimate,171.03378426700002,-44.7367145833
POINT (171.0392959333 -44.7276648),121381,1782240,30521,"2 Hughes Street, Waimate",2,2,,Hughes Street,Waimate,Waimate District,Hughes Street,"2 Hughes Street, Waimate",Waimate,171.039295933,-44.7276648
POINT (171.0383348833 -44.7300065167),121487,1782330,36384,"4 Opie Street, Waimate",4,4,,Opie Street,Waimate,Waimate District,Opie Street,"4 Opie Street, Waimate",Waimate,171.038334883,-44.7300065167
POINT (171.0399140833 -44.7368571167),121667,1783512,42313,"110 Shearman Street, Waimate",110,110,,Shearman Street,Waimate,Waimate District,Shearman Street,"110 Shearman Street, Waimate",Waimate,171.03991408299999,-44.7368571167
POINT (171.0357935667 -44.7350445333),121775,1787271,46742,"29 Mill Road, Waimate",29,29,,Mill Road,Waimate,Waimate District,Mill Road,"29 Mill Road, Waimate",Waimate,171.035793567,-44.7350445333
POINT (171.0473113 -44.732305),121924,1782127,49095,"105 High Street, Waimate",105,105,,High Street,Waimate,Waimate District,High Street,"105 High Street, Waimate",Waimate,171.04731130000002,-44.732305
POINT (171.0459603167 -44.7297955667),121963,1782224,53725,"11 Herbert Street, Waimate",11,11,,Herbert Street,Waimate,Waimate District,Herbert Street,"11 Herbert Street, Waimate",Waimate,171.045960317,-44.7297955667
POINT (171.0497166 -44.7274167667),122016,1782125,42612,"14 Exeter Street, Waimate",14,14,,Exeter Street,Waimate,Waimate District,Exeter Street,"14 Exeter Street, Waimate",Waimate,171.0497166,-44.7274167667
POINT (171.0503639 -44.7271941167),122056,1782125,42612,"18 Exeter Street, Waimate",18,18,,Exeter Street,Waimate,Waimate District,Exeter Street,"18 Exeter Street, Waimate",Waimate,171.0503639,-44.7271941167
POINT (171.0502254333 -44.7306666333),122079,1782134,47683,"1 Parsonage Road, Waimate",1,1,,Parsonage Road,Waimate,Waimate District,Parsonage Road,"1 Parsonage Road, Waimate",Waimate,171.05022543299998,-44.7306666333
POINT (171.0485207167 -44.7281679333),122196,1782125,53121,"3 Exeter Street, Waimate",3,3,,Exeter Street,Waimate,Waimate District,Exeter Street,"3 Exeter Street, Waimate",Waimate,171.048520717,-44.7281679333
POINT (171.1073857 -44.8185926667),122791,1783594,33422,"19 Murphy Street, Morven",19,19,,Murphy Street,Morven,Waimate District,Murphy Street,"19 Murphy Street, Morven",Morven,171.10738569999998,-44.8185926667
POINT (171.0512398833 -44.73314405),1432431,1782255,32494,"11B Kennedy Crescent, Waimate",11B,11,,Kennedy Crescent,Waimate,Waimate District,Kennedy Crescent,"11B Kennedy Crescent, Waimate",Waimate,171.051239883,-44.73314405
POINT (171.0455108333 -44.7316668333),1433375,1782246,50883,"5C Innes Street, Waimate",5C,5,,Innes Street,Waimate,Waimate District,Innes Street,"5C Innes Street, Waimate",Waimate,171.04551083299998,-44.7316668333
POINT (171.0503492167 -44.7344486333),1768178,1782341,31778,"1 Paul Street, Waimate",1,1,,Paul Street,Waimate,Waimate District,Paul Street,"1 Paul Street, Waimate",Waimate,171.05034921700002,-44.7344486333
POINT (170.7214676167 -44.8456601333),1845829,3041498,33245,"3667 Hakataramea Highway, Elephant Hill",3667,3667,,Hakataramea Highway,Elephant Hill,Waimate District,Hakataramea Highway,"3667 Hakataramea Highway, Elephant Hill",Elephant Hill,170.721467617,-44.8456601333
POINT (171.010727 -44.723717),948244,1782257,40419,"12 Kirks Road, Waimate",12,12,,Kirks Road,Waimate,Waimate District,Kirks Road,"12 Kirks Road, Waimate",Waimate,171.010727,-44.723717
POINT (170.4583717 -44.6849083167),947646,1782221,46947,"373 Hayes Road, Hakataramea, Kurow",373,373,,Hayes Road,Hakataramea,Waimate District,Hayes Road,"373 Hayes Road, Hakataramea, Kurow",Hakataramea,170.4583717,-44.6849083167
POINT (170.9788852167 -44.77975205),947654,3041498,34279,"695 Hakataramea Highway, Waimate",695,695,,Hakataramea Highway,Waimate,Waimate District,Hakataramea Highway,"695 Hakataramea Highway, Waimate",Waimate,170.978885217,-44.77975205
POINT (170.953359 -44.795127),947734,3046692,54711,"147 Mt Harris Road, Ikawai",147,147,,Mt Harris Road,Ikawai,Waimate District,Mt Harris Road,"147 Mt Harris Road, Ikawai",Ikawai,170.953359,-44.795127
