,address,boolean
4568,"37 Marble Wood Drive, Papanui, Christchurch",Request timed out
4569,"27 Mays Road, St Albans, Christchurch",Request timed out
4570,"15 Cashmere View Street, Somerfield, Christchurch",Request timed out
4571,"17 March Place, Belfast, Christchurch",Request timed out
4572,"28 Massey Crescent, St Albans, Christchurch",Request timed out
4574,"31 Chartwell Street, Burwood, Christchurch",Request timed out
4576,"115 Worcester Street, Christchurch Central, Christchurch",Request timed out
4578,"48 Main North Road, Papanui, Christchurch",Request timed out
4579,"17 College Avenue, Strowan, Christchurch",Request timed out
4580,"24 Wetlands Grove, Bexley, Christchurch",Request timed out
4584,"11 Maldon Street, Sydenham, Christchurch",Request timed out
4585,"11 MacGibbon Place, Spreydon, Christchurch",Request timed out
4587,"15 Makora Street, Fendalton, Christchurch",Request timed out
4588,"14 Harman Street, Addington, Christchurch",Request timed out
4589,"28 Hawkesbury Avenue, St Albans, Christchurch",Request timed out
4594,"25 Wimborne Crescent, Aranui, Christchurch",Request timed out
4596,"15 Mahlet Street, Northwood, Christchurch",Request timed out
4597,"10/336 Lincoln Road, Addington, Christchurch",Request timed out
4598,"15A Baretta Street, Somerfield, Christchurch",Request timed out
4600,"14 Hawkesbury Avenue, St Albans, Christchurch",Request timed out
4601,"14 Halswell Road, Hillmorton, Christchurch",Request timed out
4602,"113 Worcester Street, Christchurch Central, Christchurch",Request timed out
4607,"10 Stanford Street, Burwood, Christchurch",Request timed out
4608,"30 Mattingley Street, Aranui, Christchurch",Request timed out
4609,"93 Marlow Road, Aranui, Christchurch",Request timed out
4610,"109BAC Worcester Street, Christchurch Central, Christchurch",Request timed out
4611,"3AE/109 Worcester Street, Christchurch Central, Christchurch",Request timed out
4612,"12 Brookfield Drive, Northwood, Christchurch",Request timed out
4613,"81 Branston Street, Hornby South, Christchurch",Request timed out
4614,"12 Moorpark Place, Ilam, Christchurch",Request timed out
4615,"14 Makora Street, Fendalton, Christchurch",Request timed out
4616,"12 Moreland Avenue, Papanui, Christchurch",Request timed out
4620,"12 Peterborough Street, Christchurch Central, Christchurch",Request timed out
4621,"58 Malcolm Avenue, Beckenham, Christchurch",Request timed out
4622,"26 Hawford Road, Opawa, Christchurch",Request timed out
4623,"19 Corhampton Street, Aranui, Christchurch",Request timed out
4625,"19 Cordyline Place, Waimairi Beach, Christchurch",Request timed out
4626,"58 Marriner Street, Sumner, Christchurch",Request timed out
4627,"2/7 Bartlett Street, Riccarton, Christchurch",Request timed out
4629,"25 Mary McLean Place, Hillsborough, Christchurch",Request timed out
4631,"19 Colman Avenue, Sockburn, Christchurch",Request timed out
4632,"12 Hillary Crescent, Upper Riccarton, Christchurch",Request timed out
4633,"34 Maidstone Road, Ilam, Christchurch",Request timed out
4635,"15 Coppell Place, Hillmorton, Christchurch",Request timed out
4639,"14 Harker Street, Spreydon, Christchurch",Request timed out
4645,"58 Major Aitken Drive, Huntsbury, Christchurch",Request timed out
4646,"31 Hargood Street, Woolston, Christchurch",Request timed out
4650,"21 Strathfield Avenue, Dallington, Christchurch",Request timed out
4653,"12 Hargood Street, Woolston, Christchurch",Request timed out
4654,"111 Stour Drive, Burwood, Christchurch",Request timed out
4655,"22 Marine Parade, North New Brighton, Christchurch",Request timed out
4662,"33 Mavin Road, Hoon Hay, Christchurch",Request timed out
4665,"15 Manhire Street, Spreydon, Christchurch",Request timed out
4669,"15 Mafeking Street, New Brighton, Christchurch",Request timed out
4670,"20 Menzies Street, Sumner, Christchurch",Request timed out
4671,"109BAS Worcester Street, Christchurch Central, Christchurch",Request timed out
4672,"202A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
4673,"20A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
4674,"37 Mackworth Street, Woolston, Christchurch",Request timed out
4676,"3 Benmore Gardens, Harewood, Christchurch",Request timed out
4677,"19 Kingsbridge Drive, Burwood, Christchurch",Request timed out
4681,"12 Harlech Mews, Avonhead, Christchurch",Request timed out
4682,"23 Harling Avenue, Hillmorton, Christchurch",Request timed out
4683,"10 Strauss Place, Somerfield, Christchurch",Request timed out
4684,"10 King Street, Sydenham, Christchurch",Request timed out
4685,"105 Colombo Street, Somerfield, Christchurch",Request timed out
4688,"28 Martindales Road, Heathcote Valley, Christchurch",Request timed out
4691,"31 Hanrahan Street, Upper Riccarton, Christchurch",Request timed out
4692,"28 Magdala Place, Middleton, Christchurch",Request timed out
4693,"17 Martbern Crescent, Bishopdale, Christchurch",Request timed out
4695,"31 Hamilton Avenue, Ilam, Christchurch",Request timed out
4696,"39 Makora Street, Fendalton, Christchurch",Request timed out
4697,"11 Malcolm Avenue, Cashmere, Christchurch",Request timed out
4698,"14 Colombo Street, Cashmere, Christchurch",Request timed out
4699,"10 Rogers Street, Sydenham, Christchurch",Request timed out
4700,"14 Hassals Lane, Waltham, Christchurch",Request timed out
4702,"15 Cowlishaw Street, Avonside, Christchurch",Request timed out
4705,"15 Carisbrooke Street, Aranui, Christchurch",Request timed out
4706,"22 Rowan Avenue, Aranui, Christchurch",Request timed out
4707,"52B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
4710,"10 St Clair Close, Harewood, Christchurch",Request timed out
4713,"10 Roberts Road, Hei Hei, Christchurch",Request timed out
4715,"116 Creyke Road, Ilam, Christchurch",Request timed out
4718,"26 Rossiter Avenue, Redwood, Christchurch",Request timed out
4722,"23 Manhire Street, Spreydon, Christchurch",Request timed out
4724,"19 Strathfield Avenue, Dallington, Christchurch",Request timed out
4727,"14 Coulter Street, Linwood, Christchurch",Request timed out
4731,"100 Mt Pleasant Road, Mount Pleasant, Christchurch",Request timed out
4732,"21B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
4733,"56 Dunbars Road, Aidanfield, Christchurch",Request timed out
4734,"31 Coniston Avenue, Ilam, Christchurch",Request timed out
4735,"10 Grampian Street, Casebrook, Christchurch",Request timed out
4737,"60 Ruskin Street, Addington, Christchurch",Request timed out
4740,"26 Bellbrook Crescent, Shirley, Christchurch",Request timed out
4741,"24 Reeves Road, Opawa, Christchurch",Request timed out
4742,"21 Rowcliffe Crescent, Avonside, Christchurch",Request timed out
4743,"9 Thomas Street, Linwood, Christchurch",Request timed out
4744,"76 Mauger Drive, Heathcote Valley, Christchurch",Request timed out
4745,"20 Caithness Street, New Brighton, Christchurch",Request timed out
4748,"501B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
4749,"11B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
4752,"19 Bridge Street, New Brighton, Christchurch",Request timed out
4753,"18 Mariposa Crescent, Aidanfield, Christchurch",Request timed out
4757,"12 Hadlow Place, Burnside, Christchurch",Request timed out
4758,"17 Parkstone Avenue, Ilam, Christchurch",Request timed out
4760,"10 Haslam Crescent, Hoon Hay, Christchurch",Request timed out
4763,"20 Bellvue Avenue, Papanui, Christchurch",Request timed out
4770,"31 Collins Street, Addington, Christchurch",Request timed out
4771,"44 Croziers Road, St Albans, Christchurch",Request timed out
4774,"17 MacMillan Avenue, Cashmere, Christchurch",Request timed out
4775,"19 Conifer Place, Huntsbury, Christchurch",Request timed out
4777,"12 Hammersley Avenue, Shirley, Christchurch",Request timed out
4780,"25 Griffiths Avenue, Linwood, Christchurch",Request timed out
4781,"19 Cottonwood Street, Parklands, Christchurch",Request timed out
4783,"25 Hampshire Street, Aranui, Christchurch",Request timed out
4785,"14 Pacific Road, North New Brighton, Christchurch",Request timed out
4786,"18 Wakatu Avenue, Moncks Bay, Christchurch",Request timed out
4788,"14 Westview Place, Huntsbury, Christchurch",Request timed out
4793,"25 Mataroa Place, Parklands, Christchurch",Request timed out
4795,"30 Harrowdale Drive, Avonhead, Christchurch",Request timed out
4796,"11 Parkham Drive, Burnside, Christchurch",Request timed out
4798,"14 Chateau Drive, Burnside, Christchurch",Request timed out
4799,"23 Haslett Place, Upper Riccarton, Christchurch",Request timed out
4801,"9 Thornycroft Street, Fendalton, Christchurch",Request timed out
4803,"27 Marion Street, Hoon Hay, Christchurch",Request timed out
4806,"428 Avonside Drive, Avonside, Christchurch",Request timed out
4807,"26 Mauger Drive, Heathcote Valley, Christchurch",Request timed out
4808,"11 Cascade Place, Sumner, Christchurch",Request timed out
4809,"47A Hamilton Avenue, Ilam, Christchurch",Request timed out
4810,"171A Old Tai Tapu Road, Kennedys Bush, Christchurch",Request timed out
4813,"5/336 Lincoln Road, Addington, Christchurch",Request timed out
4814,"109BL Worcester Street, Christchurch Central, Christchurch",Request timed out
4818,"27 Mappleton Avenue, Burnside, Christchurch",Request timed out
4820,"17 Maidstone Road, Ilam, Christchurch",Request timed out
4822,"11 Halton Street, Strowan, Christchurch",Request timed out
4823,"25 Hartley Avenue, Strowan, Christchurch",Request timed out
4824,"24 Connemara Drive, Northwood, Christchurch",Request timed out
4825,"17 Belfast Road, Belfast, Christchurch",Request timed out
4827,"31 MacMillan Avenue, Cashmere, Christchurch",Request timed out
4828,"44 Devon Street, Sydenham, Christchurch",Request timed out
4830,"30 Brabourne Street, Hillsborough, Christchurch",Request timed out
4831,"15 Landy Street, Dallington, Christchurch",Request timed out
4833,"11 Taranui Place, Bromley, Christchurch",Request timed out
4834,"11 Tama Terrace, Mount Pleasant, Christchurch",Request timed out
4839,"19 Seabrooke Drive, Spencerville, Christchurch",Request timed out
4841,"10 Shield Place, Halswell, Christchurch",Request timed out
4844,"27 Mary McLean Place, Hillsborough, Christchurch",Request timed out
4845,"15 Stewart Street, Christchurch Central, Christchurch",Request timed out
4846,"5 Strickland Street, Somerfield, Christchurch",Request timed out
4847,"33 Bronco Drive, Aidanfield, Christchurch",Request timed out
4848,"109BAO Worcester Street, Christchurch Central, Christchurch",Request timed out
4849,"2/16 Burns Street, Sydenham, Christchurch",Request timed out
4850,"19 Beatrice Place, Avonhead, Christchurch",Request timed out
4852,"18 Maple Street, Bishopdale, Christchurch",Request timed out
4853,"5 Gleneagles Terrace, Ilam, Christchurch",Request timed out
4854,"24 Redgrave Street, Hoon Hay, Christchurch",Request timed out
4856,"25 Mays Road, St Albans, Christchurch",Request timed out
4859,"10 Baretta Street, Somerfield, Christchurch",Request timed out
4860,"32 Mahars Road, Mairehau, Christchurch",Request timed out
4861,"17 Beaumont Street, Sydenham, Christchurch",Request timed out
4863,"11 Havelock Street, Phillipstown, Christchurch",Request timed out
4864,"11 Rochester Street, Linwood, Christchurch",Request timed out
4865,"16 Manning Place, Woolston, Christchurch",Request timed out
4866,"25 Mackworth Street, Woolston, Christchurch",Request timed out
4867,"14 Pannell Avenue, Wainoni, Christchurch",Request timed out
4868,"29 Corhampton Street, Aranui, Christchurch",Request timed out
4869,"10 Main Road, Mount Pleasant, Christchurch",Request timed out
4871,"17 Palm Drive, Shirley, Christchurch",Request timed out
4872,"12 Havelock Street, Phillipstown, Christchurch",Request timed out
4873,"2 Blackridge Lane, Brooklands, Christchurch",Request timed out
4874,"21 Ballarat Way, Wigram, Christchurch",Request timed out
4876,"15 Mary Street, Papanui, Christchurch",Request timed out
4877,"37 Heberden Avenue, Sumner, Christchurch",Request timed out
4878,"202B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
4879,"400B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
4880,"60B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
4881,"40A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
4885,"Flat 2, 25 Hills Road, Edgeware, Christchurch",Request timed out
4887,"Flat 2, 67 Prestons Road, Redwood, Christchurch",Request timed out
4888,"Flat 1, 3 Tekapo Place, Opawa, Christchurch",Request timed out
4890,"Flat 1, 25 Hills Road, Edgeware, Christchurch",Request timed out
4891,"Flat 1, 21A Medway Street, Richmond, Christchurch",Request timed out
4895,"Unit 11, 70 Waltham Road, Sydenham, Christchurch",Request timed out
4896,"Unit 12, 70 Waltham Road, Sydenham, Christchurch",Request timed out
4897,"Unit 13, 70 Waltham Road, Sydenham, Christchurch",Request timed out
4898,"Unit 14, 70 Waltham Road, Sydenham, Christchurch",Request timed out
4899,"Unit 15, 70 Waltham Road, Sydenham, Christchurch",Request timed out
4900,"Unit 16, 70 Waltham Road, Sydenham, Christchurch",Request timed out
4901,"Unit 17, 70 Waltham Road, Sydenham, Christchurch",Request timed out
4902,"Unit 18, 70 Waltham Road, Sydenham, Christchurch",Request timed out
4903,"Unit 101, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4904,"Unit 102, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4905,"Unit 103, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4907,"Unit 202, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4910,"Unit 205, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4913,"Unit 208, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4914,"Unit 209, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4915,"Unit 301, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4916,"Unit 302, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4917,"Unit 304, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4918,"Unit 306, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4919,"Unit 308, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4920,"Unit 401, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4921,"Unit 402, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4922,"Unit 404, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4923,"Unit 406, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4924,"Unit 408, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4926,"Unit 503, 194 Worcester Street, Christchurch Central, Christchurch",Request timed out
4932,"2/108 Yaldhurst Road, Sockburn, Christchurch",Request timed out
4935,"Unit 1, 108 Park Terrace, Christchurch Central, Christchurch",Request timed out
4936,"Unit 2, 108 Park Terrace, Christchurch Central, Christchurch",Request timed out
4937,"Unit 3, 108 Park Terrace, Christchurch Central, Christchurch",Request timed out
4938,"Unit 4, 108 Park Terrace, Christchurch Central, Christchurch",Request timed out
4939,"Unit 5, 108 Park Terrace, Christchurch Central, Christchurch",Request timed out
4941,"15 Brusio Drive, Halswell, Christchurch",Request timed out
4942,"22 Brusio Drive, Halswell, Christchurch",Request timed out
4943,"26 Brusio Drive, Halswell, Christchurch",Request timed out
4944,"36 Brusio Drive, Halswell, Christchurch",Request timed out
4945,"103/166 Cashel Street, Christchurch Central, Christchurch",Request timed out
4946,"101/166 Cashel Street, Christchurch Central, Christchurch",Request timed out
4949,"32 Main Road, Mount Pleasant, Christchurch",Request timed out
4950,"204/166 Cashel Street, Christchurch Central, Christchurch",Request timed out
4951,"205/166 Cashel Street, Christchurch Central, Christchurch",Request timed out
4952,"301/166 Cashel Street, Christchurch Central, Christchurch",Request timed out
4954,"Unit 5, 126 Nursery Road, Linwood, Christchurch",Request timed out
4955,"Unit 13, 126 Nursery Road, Linwood, Christchurch",Request timed out
4956,"Unit 15, 126 Nursery Road, Linwood, Christchurch",Request timed out
4958,"10 Contrail Street, Wigram, Christchurch",Request timed out
4959,"202/166 Cashel Street, Christchurch Central, Christchurch",Request timed out
4962,"10 Coles Place, St Albans, Christchurch",Request timed out
4964,"26 Hamill Road, Halswell, Christchurch",Request timed out
4966,"10 Bennington Way, Wigram, Christchurch",Request timed out
4967,"11 Wilkes Road, Wigram, Christchurch",Request timed out
4968,"16 Deal Street, Wigram, Christchurch",Request timed out
4969,"34 MacLaren Road, Wigram, Christchurch",Request timed out
4970,"26 Valiant Street, Wigram, Christchurch",Request timed out
4972,"26 Maka Lane, Halswell, Christchurch",Request timed out
4973,"25 Maka Lane, Halswell, Christchurch",Request timed out
4975,"16 Derek Anderson Place, Halswell, Christchurch",Request timed out
4978,"15 Calverton Place, Halswell, Christchurch",Request timed out
4979,"60 Patterson Terrace, Halswell, Christchurch",Request timed out
4981,"24 Corfe Street, Ilam, Christchurch",Request timed out
4984,"11 Ballantyne Avenue, Upper Riccarton, Christchurch",Request timed out
4985,"12 Martbern Crescent, Bishopdale, Christchurch",Request timed out
4987,"32 Martbern Crescent, Bishopdale, Christchurch",Request timed out
4988,"34 Martbern Crescent, Bishopdale, Christchurch",Request timed out
4990,"37 Bainton Street, Bishopdale, Christchurch",Request timed out
4991,"11 Willowcreek Lane, Northwood, Christchurch",Request timed out
4992,"15 Marlene Street, Casebrook, Christchurch",Request timed out
4993,"25 Marlene Street, Casebrook, Christchurch",Request timed out
4994,"37 Marlene Street, Casebrook, Christchurch",Request timed out
4995,"28 MacKenzie Avenue, Woolston, Christchurch",Request timed out
4996,"14 McHaffies Place, Wainoni, Christchurch",Request timed out
4999,"25 Main Road, Redcliffs, Christchurch",Request timed out
5000,"12 Broken Run, Wigram, Christchurch",Request timed out
5013,"4/29 Brockworth Place, Riccarton, Christchurch",Request timed out
5027,"12 Stening Place, Burwood, Christchurch",Request timed out
5031,"12 St Florian Place, Woolston, Christchurch",Request timed out
5034,"85 Bibiana Street, Aidanfield, Christchurch",Request timed out
5035,"9/67 Yaldhurst Road, Sockburn, Christchurch",Request timed out
5036,"15 Stoneyridge Close, Mount Pleasant, Christchurch",Request timed out
5038,"201/166 Cashel Street, Christchurch Central, Christchurch",Request timed out
5039,"6 Sienna Court, Aidanfield, Christchurch",Request timed out
5041,"10 Cardome Street, Bishopdale, Christchurch",Request timed out
5045,"17 Kaikainui Lane, Northwood, Christchurch",Request timed out
5049,"15 St Judes Lane, Woolston, Christchurch",Request timed out
5050,"10 St Peters Close, Woolston, Christchurch",Request timed out
5052,"15 St Florian Place, Woolston, Christchurch",Request timed out
5056,"24 Mayfly Lane, Northwood, Christchurch",Request timed out
5063,"18 Brookwater Avenue, Northwood, Christchurch",Request timed out
5064,"10 Marble Court, Northwood, Christchurch",Request timed out
5066,"15 Avenger Crescent, Wigram, Christchurch",Request timed out
5069,"29 Maka Lane, Halswell, Christchurch",Request timed out
5072,"21 Main South Road, Sockburn, Christchurch",Request timed out
5074,"24 Martbern Crescent, Bishopdale, Christchurch",Request timed out
5079,"76 Mathesons Road, Phillipstown, Christchurch",Request timed out
5085,"32 Maxwell Street, Riccarton, Christchurch",Request timed out
5090,"17 St Florian Place, Woolston, Christchurch",Request timed out
5091,"3/1010 Colombo Street, St Albans, Christchurch",Request timed out
5092,"140 Racecourse Road, Sockburn, Christchurch",Request timed out
5093,"10 Strathean Avenue, Avonhead, Christchurch",Request timed out
5094,"12 Strathean Avenue, Avonhead, Christchurch",Request timed out
5095,"14 Stormont Place, Avonhead, Christchurch",Request timed out
5097,"12 Mayfly Lane, Northwood, Christchurch",Request timed out
5102,"10 Wakefield Avenue, Sumner, Christchurch",Request timed out
5105,"15 Harts Creek Lane, Northwood, Christchurch",Request timed out
5106,"52 Bevington Street, Avonhead, Christchurch",Request timed out
5107,"63B Mackworth Street, Woolston, Christchurch",Request timed out
5111,"23 Malta Crescent, South New Brighton, Christchurch",Request timed out
5112,"26 Malta Crescent, South New Brighton, Christchurch",Request timed out
5113,"27 Malta Crescent, South New Brighton, Christchurch",Request timed out
5116,"16 Bryndwr Road, Fendalton, Christchurch",Request timed out
5119,"11 Mackinder Drive, Wigram, Christchurch",Request timed out
5122,"14 Carbine Place, Sockburn, Christchurch",Request timed out
5128,"14 Caulfield Avenue, Halswell, Christchurch",Request timed out
5129,"17 MacLaren Road, Wigram, Christchurch",Request timed out
5130,"23 MacLaren Road, Wigram, Christchurch",Request timed out
5131,"27 MacLaren Road, Wigram, Christchurch",Request timed out
5132,"11 Maka Lane, Halswell, Christchurch",Request timed out
5133,"7 Greenaway Street, Halswell, Christchurch",Request timed out
5138,"10 MacKenzie Avenue, Woolston, Christchurch",Request timed out
5139,"20 MacKenzie Avenue, Woolston, Christchurch",Request timed out
5140,"20 Mauger Drive, Heathcote Valley, Christchurch",Request timed out
5141,"12 Ronald George Place, Parklands, Christchurch",Request timed out
5142,"26 Maffeys Road, Mount Pleasant, Christchurch",Request timed out
5143,"30 Maffeys Road, Mount Pleasant, Christchurch",Request timed out
5153,"17 St Judes Lane, Woolston, Christchurch",Request timed out
5154,"16 St Judes Lane, Woolston, Christchurch",Request timed out
5156,"11 St Florian Place, Woolston, Christchurch",Request timed out
5157,"14 St Florian Place, Woolston, Christchurch",Request timed out
5158,"11 Stormont Place, Avonhead, Christchurch",Request timed out
5160,"4 Bowman Place, Sockburn, Christchurch",Request timed out
5161,"22 Mayfly Lane, Northwood, Christchurch",Request timed out
5174,"47 Donnington Street, Parklands, Christchurch",Request timed out
5186,"52 Berry Street, St Albans, Christchurch",Request timed out
5191,"11 Mays Road, St Albans, Christchurch",Request timed out
5193,"201/134 Oxford Terrace, Christchurch Central, Christchurch",Request timed out
5199,"3/101 Winchester Street, Merivale, Christchurch",Request timed out
5200,"1/101 Winchester Street, Merivale, Christchurch",Request timed out
5201,"12 Channel Place, Aranui, Christchurch",Request timed out
5203,"11 Makawe Roa Street, Marshland, Christchurch",Request timed out
5205,"10 Rosella Street, Broomfield, Christchurch",Request timed out
5207,"71A Mahars Road, Mairehau, Christchurch",Request timed out
5211,"11 Masham Road, Broomfield, Christchurch",Request timed out
5213,"9/446 Ferry Road, Woolston, Christchurch",Request timed out
5215,"14 Commerce Crescent, Islington, Christchurch",Request timed out
5227,"88 Lower Styx Road, Bottle Lake, Christchurch",Request timed out
5229,"87 Rutherford Street, Woolston, Christchurch",Request timed out
5231,"16 Cooks Lane, Heathcote Valley, Christchurch",Request timed out
5234,"33 Makawe Roa Street, Marshland, Christchurch",Request timed out
5241,"19 Raycroft Street, Waltham, Christchurch",Request timed out
5242,"15 Ramahana Road, Huntsbury, Christchurch",Request timed out
5243,"16 Colac Street, Avondale, Christchurch",Request timed out
5246,"20 Celia Street, Redcliffs, Christchurch",Request timed out
5256,"10 Strathmore Gardens, Burwood, Christchurch",Request timed out
5257,"1 Old Windsor Lane, Bottle Lake, Christchurch",Request timed out
5258,"513 Papanui Road, Papanui, Christchurch",Request timed out
5269,"10 Crombie Green, Northwood, Christchurch",Request timed out
5270,"12 McLeans Island Road, Harewood, Christchurch",Request timed out
5272,"11 Bentley Street, Russley, Christchurch",Request timed out
5276,"1/85 Clyde Road, Ilam, Christchurch",Request timed out
5277,"109 St James Avenue, Papanui, Christchurch",Request timed out
5278,"11 Mandeville Street, Riccarton, Christchurch",Request timed out
5282,"15 Champion Street, Edgeware, Christchurch",Request timed out
5283,"15 Charles Street, Waltham, Christchurch",Request timed out
5285,"12 Cossar Street, Burwood, Christchurch",Request timed out
5288,"139 Tedder Avenue, North New Brighton, Christchurch",Request timed out
5289,"31 Marine Parade, North New Brighton, Christchurch",Request timed out
5290,"17 Hyndhope Road, Kennedys Bush, Christchurch",Request timed out
5291,"14 Strathmore Gardens, Burwood, Christchurch",Request timed out
5294,"108 Rotoiti Lane, Northwood, Christchurch",Request timed out
5296,"31 Matipo Street, Riccarton, Christchurch",Request timed out
5298,"Unit 11, 44 Peterborough Street, Christchurch Central, Christchurch",Request timed out
5299,"Unit 12, 44 Peterborough Street, Christchurch Central, Christchurch",Request timed out
5300,"Unit 13, 44 Peterborough Street, Christchurch Central, Christchurch",Request timed out
5301,"Unit 14, 44 Peterborough Street, Christchurch Central, Christchurch",Request timed out
5302,"Unit 15, 44 Peterborough Street, Christchurch Central, Christchurch",Request timed out
5303,"Unit 16, 44 Peterborough Street, Christchurch Central, Christchurch",Request timed out
5304,"Unit 17, 44 Peterborough Street, Christchurch Central, Christchurch",Request timed out
5305,"Unit 18, 44 Peterborough Street, Christchurch Central, Christchurch",Request timed out
5306,"Unit 19, 44 Peterborough Street, Christchurch Central, Christchurch",Request timed out
5307,"Unit 1, 13 Parkhouse Road, Wigram, Christchurch",Request timed out
5310,"4 Strand Lane, Christchurch Central, Christchurch",Request timed out
5312,"102/116 Stanmore Road, Linwood, Christchurch",Request timed out
5313,"10 Rosa Lane, Hornby, Christchurch",Request timed out
5314,"11 Rosa Lane, Hornby, Christchurch",Request timed out
5315,"12 Rosa Lane, Hornby, Christchurch",Request timed out
5316,"33 Marine Parade, North New Brighton, Christchurch",Request timed out
5317,"12 Stevens Street, Waltham, Christchurch",Request timed out
5318,"19 Maelor Place, Bryndwr, Christchurch",Request timed out
5319,"32 Colwyn Street, Bryndwr, Christchurch",Request timed out
5320,"36 Colwyn Street, Bryndwr, Christchurch",Request timed out
5323,"10 Sheppard Place, St Albans, Christchurch",Request timed out
5324,"10 Stable Court Lane, Spreydon, Christchurch",Request timed out
5325,"10 Main North Road, Papanui, Christchurch",Request timed out
5326,"11 Main North Road, Papanui, Christchurch",Request timed out
5327,"12 Main North Road, Papanui, Christchurch",Request timed out
5328,"17 Main North Road, Papanui, Christchurch",Request timed out
5329,"18 Main North Road, Papanui, Christchurch",Request timed out
5330,"34 Mary Street, Papanui, Christchurch",Request timed out
5331,"42 Merivale Lane, Merivale, Christchurch",Request timed out
5332,"10 Marriner Street, Sumner, Christchurch",Request timed out
5333,"12 Marriner Street, Sumner, Christchurch",Request timed out
5334,"14 Marriner Street, Sumner, Christchurch",Request timed out
5335,"16 Marriner Street, Sumner, Christchurch",Request timed out
5336,"18 Marriner Street, Sumner, Christchurch",Request timed out
5337,"20 Marriner Street, Sumner, Christchurch",Request timed out
5338,"33 Mary Street, Papanui, Christchurch",Request timed out
5341,"23 Commerce Crescent, Islington, Christchurch",Request timed out
5342,"29 Manuka Street, Mairehau, Christchurch",Request timed out
5343,"14 Saxby Lane, Halswell, Christchurch",Request timed out
5344,"10 Sheehan Street, Halswell, Christchurch",Request timed out
5345,"18 Cavendish Road, Casebrook, Christchurch",Request timed out
5348,"12 Harry Ell Drive, Cashmere, Christchurch",Request timed out
5349,"10 Chardale Street, Avondale, Christchurch",Request timed out
5351,"21 Courtfield Close, Parklands, Christchurch",Request timed out
5352,"16 Lamorna Road, Parklands, Christchurch",Request timed out
5353,"19 Raranga Street, Marshland, Christchurch",Request timed out
5354,"15 Te Rau A Kaka Street, Marshland, Christchurch",Request timed out
5356,"26 Brynley Street, Hornby, Christchurch",Request timed out
5359,"18 Cardigan Bay Place, Addington, Christchurch",Request timed out
5360,"28 Staffa Street, Woolston, Christchurch",Request timed out
5361,"11 Henley Green, Northwood, Christchurch",Request timed out
5364,"2/85 Clyde Road, Ilam, Christchurch",Request timed out
5365,"10 Camberwell Place, Avonhead, Christchurch",Request timed out
5366,"18 Camberwell Place, Avonhead, Christchurch",Request timed out
5370,"31 Rata Street, Riccarton, Christchurch",Request timed out
5371,"16 Brockworth Place, Riccarton, Christchurch",Request timed out
5372,"23 Mandeville Street, Riccarton, Christchurch",Request timed out
5373,"21 MacKenzie Avenue, Woolston, Christchurch",Request timed out
5374,"19 Maronan Street, Woolston, Christchurch",Request timed out
5375,"26 Bridle Path Road, Heathcote Valley, Christchurch",Request timed out
5380,"16 Halberg Street, Dallington, Christchurch",Request timed out
5381,"12 Malachy Grove, Aidanfield, Christchurch",Request timed out
5386,"21 Te Rito Street, Marshland, Christchurch",Request timed out
5389,"108 Halswell Junction Road, Halswell, Christchurch",Request timed out
5392,"100 Bamford Street, Woolston, Christchurch",Request timed out
5393,"27 Colac Street, Avondale, Christchurch",Request timed out
5394,"14 Wisteria Place, Parklands, Christchurch",Request timed out
5395,"17 Monterey Place, Parklands, Christchurch",Request timed out
5396,"12 Canberra Place, Redwood, Christchurch",Request timed out
5397,"12 Colt Place, Wigram, Christchurch",Request timed out
5401,"14 Cardigan Bay Place, Addington, Christchurch",Request timed out
5402,"16 Hart Street, Woolston, Christchurch",Request timed out
5407,"14 Colac Street, Avondale, Christchurch",Request timed out
5417,"23 Camelia Place, Islington, Christchurch",Request timed out
5418,"12 Brynley Street, Hornby, Christchurch",Request timed out
