,address,boolean
1408,"28 Westpark Drive, Burnside, Christchurch",Request timed out
1410,"11 Brightstone Crescent, Aranui, Christchurch",Request timed out
1414,"17 Rosedale Place, Avonhead, Christchurch",Request timed out
1417,"144 Halswell Road, Hillmorton, Christchurch",Request timed out
1418,"22 Herdman Street, Hoon Hay, Christchurch",Request timed out
1419,"14 Brockham Street, Casebrook, Christchurch",Request timed out
1420,"14 Strowan Road, Strowan, Christchurch",Request timed out
1421,"1 Riccarton Road, Riccarton, Christchurch",Request timed out
1422,"42 Rose Street, Somerfield, Christchurch",Request timed out
1423,"51 Chapter Street, St Albans, Christchurch",Request timed out
1425,"36 MacAulay Street, Addington, Christchurch",Request timed out
1427,"55 Conway Street, Somerfield, Christchurch",Request timed out
1428,"17 Hackthorne Road, Cashmere, Christchurch",Request timed out
1430,"153 Hackthorne Road, Cashmere, Christchurch",Request timed out
1431,"44 MacMillan Avenue, Cashmere, Christchurch",Request timed out
1432,"106 Carlyle Street, Sydenham, Christchurch",Request timed out
1435,"30 Major Aitken Drive, Huntsbury, Christchurch",Request timed out
1437,"7 Glenelg Spur, Hillsborough, Christchurch",Request timed out
1438,"26 Maunsell Street, Woolston, Christchurch",Request timed out
1439,"12 Baladin Street, Avondale, Christchurch",Request timed out
1440,"24 Bassett Street, Burwood, Christchurch",Request timed out
1441,"103 St Johns Street, Woolston, Christchurch",Request timed out
1442,"28 Charlesworth Street, Woolston, Christchurch",Request timed out
1444,"26 Marama Crescent, Mount Pleasant, Christchurch",Request timed out
1445,"15 Pandora Street, North New Brighton, Christchurch",Request timed out
1446,"55 Collingwood Street, New Brighton, Christchurch",Request timed out
1447,"15 Seafield Place, South New Brighton, Christchurch",Request timed out
1448,"17 Halsey Street, South New Brighton, Christchurch",Request timed out
1449,"191/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
1450,"1/140 Chester Street East, Christchurch Central, Christchurch",Request timed out
1451,"109BK Worcester Street, Christchurch Central, Christchurch",Request timed out
1452,"400A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1458,"20 Beauford Place, Parklands, Christchurch",Request timed out
1459,"18 Palliser Place, Bishopdale, Christchurch",Request timed out
1469,"18 Patterson Terrace, Halswell, Christchurch",Request timed out
1471,"15 Parkham Drive, Burnside, Christchurch",Request timed out
1477,"19 Haslam Crescent, Hoon Hay, Christchurch",Request timed out
1479,"601/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1480,"41A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1481,"20 Cole Porter Avenue, Mairehau, Christchurch",Request timed out
1482,"109BV Worcester Street, Christchurch Central, Christchurch",Request timed out
1483,"109BBE Worcester Street, Christchurch Central, Christchurch",Request timed out
1485,"10 Santa Rosa Avenue, Halswell, Christchurch",Request timed out
1488,"11 Glandovey Road, Fendalton, Christchurch",Request timed out
1489,"19 Straven Road, Riccarton, Christchurch",Request timed out
1494,"24/336 Lincoln Road, Addington, Christchurch",Request timed out
1495,"115Z Worcester Street, Christchurch Central, Christchurch",Request timed out
1496,"600/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1497,"3AA/109 Worcester Street, Christchurch Central, Christchurch",Request timed out
1499,"36 Westpark Drive, Burnside, Christchurch",Request timed out
1501,"21 Coolspring Way, Redwood, Christchurch",Request timed out
1502,"23 Armour Place, Halswell, Christchurch",Request timed out
1503,"10 Meeking Place, Aidanfield, Christchurch",Request timed out
1504,"5 Corsican Grove, Parklands, Christchurch",Request timed out
1505,"12 Concord Place, Burwood, Christchurch",Request timed out
1506,"36 Wilton Crescent, Bishopdale, Christchurch",Request timed out
1508,"15 Manor Place, Bryndwr, Christchurch",Request timed out
1515,"23 Mayfield Avenue, Mairehau, Christchurch",Request timed out
1522,"18 Keswick Street, Woolston, Christchurch",Request timed out
1524,"602/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1525,"72/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1526,"109BD Worcester Street, Christchurch Central, Christchurch",Request timed out
1528,"19 Streamside Court, Woolston, Christchurch",Request timed out
1529,"12 Carey Street, Somerfield, Christchurch",Request timed out
1532,"51 Marble Wood Drive, Papanui, Christchurch",Request timed out
1533,"25 Helmores Lane, Merivale, Christchurch",Request timed out
1534,"11 Chatham Street, Addington, Christchurch",Request timed out
1539,"11 Bristol Street, St Albans, Christchurch",Request timed out
1540,"25 Warrington Street, Mairehau, Christchurch",Request timed out
1541,"14 Coleridge Street, Sydenham, Christchurch",Request timed out
1542,"29 Stevens Street, Waltham, Christchurch",Request timed out
1543,"2 Bronte Place, Waltham, Christchurch",Request timed out
1545,"22 Havelock Street, Phillipstown, Christchurch",Request timed out
1546,"2 Bray Street, Woolston, Christchurch",Request timed out
1549,"109BAT Worcester Street, Christchurch Central, Christchurch",Request timed out
1550,"204B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1551,"11A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1553,"27 Becmead Drive, Harewood, Christchurch",Request timed out
1555,"19 Stronsay Lane, Hillsborough, Christchurch",Request timed out
1557,"25 Watermill Boulevard, Northwood, Christchurch",Request timed out
1561,"15 Canada Crescent, Hornby South, Christchurch",Request timed out
1562,"7 Grebe Place, Wigram, Christchurch",Request timed out
1563,"5 Corfe Street, Ilam, Christchurch",Request timed out
1566,"14 Rosario Place, Aidanfield, Christchurch",Request timed out
1568,"36/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
1569,"38 Hansons Lane, Upper Riccarton, Christchurch",Request timed out
1570,"11 Bethel Crescent, Bishopdale, Christchurch",Request timed out
1572,"16 Bateman Avenue, Bryndwr, Christchurch",Request timed out
1573,"31 Maryhill Avenue, Hoon Hay, Christchurch",Request timed out
1576,"20 Cox Street, Merivale, Christchurch",Request timed out
1577,"26 Carlton Mill Road, Merivale, Christchurch",Request timed out
1579,"60 Grove Road, Addington, Christchurch",Request timed out
1580,"11 Strauss Place, Somerfield, Christchurch",Request timed out
1581,"17 Studholme Street, Somerfield, Christchurch",Request timed out
1582,"43 Stourbridge Street, Spreydon, Christchurch",Request timed out
1583,"15 Jenkins Avenue, Redwood, Christchurch",Request timed out
1584,"43 Rutland Street, St Albans, Christchurch",Request timed out
1585,"10 Heaton Rhodes Place, Cashmere, Christchurch",Request timed out
1587,"11 Coleridge Street, Sydenham, Christchurch",Request timed out
1590,"17 Rossmore Terrace, Cashmere, Christchurch",Request timed out
1591,"11 Waltham Road, Sydenham, Christchurch",Request timed out
1592,"50 Rapaki Road, Hillsborough, Christchurch",Request timed out
1593,"10 Halley Place, Avonside, Christchurch",Request timed out
1595,"11 Glen Place, Parklands, Christchurch",Request timed out
1597,"21 Reginald Street, Burwood, Christchurch",Request timed out
1598,"25 Priory Close, Burwood, Christchurch",Request timed out
1599,"20 Mattingley Street, Aranui, Christchurch",Request timed out
1601,"20 Averill Street, Richmond, Christchurch",Request timed out
1602,"73 Curries Road, Woolston, Christchurch",Request timed out
1612,"80 Hawthornden Road, Avonhead, Christchurch",Request timed out
1615,"41 Dunstan Crescent, Hornby, Christchurch",Request timed out
1617,"38 Marquess Avenue, Halswell, Christchurch",Request timed out
1618,"2 Pulford Place, Ilam, Christchurch",Request timed out
1619,"14 Jamell Place, Avonhead, Christchurch",Request timed out
1620,"35 Mappleton Avenue, Burnside, Christchurch",Request timed out
1622,"11 Haynes Avenue, Upper Riccarton, Christchurch",Request timed out
1624,"12 Maple Street, Bishopdale, Christchurch",Request timed out
1625,"25 Farrington Avenue, Bishopdale, Christchurch",Request timed out
1627,"11 Wayside Avenue, Burnside, Christchurch",Request timed out
1629,"11 Charles Upham Avenue, Hillmorton, Christchurch",Request timed out
1630,"9 Cardinal Drive, Hillmorton, Christchurch",Request timed out
1631,"26 Stackhouse Avenue, Bishopdale, Christchurch",Request timed out
1632,"80 Hamilton Avenue, Ilam, Christchurch",Request timed out
1636,"25 Heaphy Place, Casebrook, Christchurch",Request timed out
1640,"21 Repton Street, Merivale, Christchurch",Request timed out
1641,"17 Stanbury Avenue, Somerfield, Christchurch",Request timed out
1644,"33 Bronwyn Street, Mairehau, Christchurch",Request timed out
1650,"149 Southampton Street, Sydenham, Christchurch",Request timed out
1651,"10 Brickworks Lane, Huntsbury, Christchurch",Request timed out
1652,"12 Wilmington Place, Shirley, Christchurch",Request timed out
1653,"11 Strathfield Avenue, Dallington, Christchurch",Request timed out
1654,"18 Staffordshire Street, Burwood, Christchurch",Request timed out
1655,"15 Lovelock Street, Dallington, Christchurch",Request timed out
1656,"15 Parnwell Street, Burwood, Christchurch",Request timed out
1657,"12 Hampshire Street, Aranui, Christchurch",Request timed out
1660,"18 Warblington Street, Aranui, Christchurch",Request timed out
1661,"14 Cockle Lane, Waimairi Beach, Christchurch",Request timed out
1663,"129 Hawke Street, New Brighton, Christchurch",Request timed out
1665,"10A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1666,"26 Parade Court, Addington, Christchurch",Request timed out
1668,"14A Watts Road, Sockburn, Christchurch",Request timed out
1671,"14 Stallion Avenue, Halswell, Christchurch",Request timed out
1673,"35 Streamside Court, Woolston, Christchurch",Request timed out
1674,"12 Massey Crescent, St Albans, Christchurch",Request timed out
1677,"17 Tangy Loch Lane, Broomfield, Christchurch",Request timed out
1678,"98/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
1683,"27 Waterloo Road, Hornby, Christchurch",Request timed out
1685,"19 Talltree Avenue, Avonhead, Christchurch",Request timed out
1697,"14 Clotilda Place, Bishopdale, Christchurch",Request timed out
1698,"160 Hendersons Road, Hoon Hay, Christchurch",Request timed out
1699,"30 Maryhill Avenue, Hoon Hay, Christchurch",Request timed out
1704,"49 Lowry Avenue, Redwood, Christchurch",Request timed out
1707,"39 Rossall Street, Merivale, Christchurch",Request timed out
1710,"11 Bronwyn Street, Mairehau, Christchurch",Request timed out
1712,"127 Bishop Street, St Albans, Christchurch",Request timed out
1713,"15 Hargest Crescent, Sydenham, Christchurch",Request timed out
1714,"18 Cameron Street, Sydenham, Christchurch",Request timed out
1715,"29 Coleridge Street, Sydenham, Christchurch",Request timed out
1716,"21 St Martins Road, Saint Martins, Christchurch",Request timed out
1720,"17 Harrow Street, Phillipstown, Christchurch",Request timed out
1726,"16 Wainoni Road, Wainoni, Christchurch",Request timed out
1729,"27 Maunsell Street, Woolston, Christchurch",Request timed out
1732,"12 Basingstoke Street, Aranui, Christchurch",Request timed out
1733,"12 Wimborne Crescent, Aranui, Christchurch",Request timed out
1734,"129 Hampshire Street, Aranui, Christchurch",Request timed out
1736,"30 Marama Crescent, Mount Pleasant, Christchurch",Request timed out
1738,"12 Mahlet Street, Northwood, Christchurch",Request timed out
1739,"23 Mahuri Street, Parklands, Christchurch",Request timed out
1740,"17 Breton Close, Northwood, Christchurch",Request timed out
1741,"38 Newnham Terrace, Upper Riccarton, Christchurch",Request timed out
1742,"12 Mary McLean Place, Hillsborough, Christchurch",Request timed out
1747,"20 Avonhead Road, Avonhead, Christchurch",Request timed out
1753,"115W Worcester Street, Christchurch Central, Christchurch",Request timed out
1754,"1AB/109 Worcester Street, Christchurch Central, Christchurch",Request timed out
1755,"21 Stiles Place, Burwood, Christchurch",Request timed out
1757,"16 Mappleton Avenue, Burnside, Christchurch",Request timed out
1758,"3 Marylands Place, Middleton, Christchurch",Request timed out
1759,"49 Matipo Street, Riccarton, Christchurch",Request timed out
1760,"11 Mathers Road, Hoon Hay, Christchurch",Request timed out
1761,"12 Cobham Street, Spreydon, Christchurch",Request timed out
1763,"31 Malcolm Avenue, Beckenham, Christchurch",Request timed out
1764,"19 Harrow Street, Phillipstown, Christchurch",Request timed out
1765,"109BW Worcester Street, Christchurch Central, Christchurch",Request timed out
1766,"104A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1767,"109BAE Worcester Street, Christchurch Central, Christchurch",Request timed out
1768,"300A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1769,"10 Mokihi Gardens, Hillmorton, Christchurch",Request timed out
1770,"20 Mokihi Gardens, Hillmorton, Christchurch",Request timed out
1771,"28 Matangi Street, Hei Hei, Christchurch",Request timed out
1772,"49 Manurere Street, Hei Hei, Christchurch",Request timed out
1773,"14 Halswell Junction Road, Halswell, Christchurch",Request timed out
1774,"19 Hamilton Avenue, Ilam, Christchurch",Request timed out
1777,"39 Rossmore Terrace, Cashmere, Christchurch",Request timed out
1778,"100 Bowenvale Avenue, Cashmere, Christchurch",Request timed out
1779,"11 Wakefield Avenue, Sumner, Christchurch",Request timed out
1780,"24 Coopers Road, Dallington, Christchurch",Request timed out
1781,"291 Mairehau Road, Burwood, Christchurch",Request timed out
1784,"25 Carters Road, Aranui, Christchurch",Request timed out
1785,"25 Warner Place, Heathcote Valley, Christchurch",Request timed out
1786,"11 Mattingley Street, Aranui, Christchurch",Request timed out
1787,"11 Martindales Road, Heathcote Valley, Christchurch",Request timed out
1788,"16 Martindales Road, Heathcote Valley, Christchurch",Request timed out
1790,"170/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
1791,"51B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
1806,"18 Rowley Avenue, Hoon Hay, Christchurch",Request timed out
1807,"44 Glenmore Avenue, Casebrook, Christchurch",Request timed out
1809,"11 Chapel Street, Papanui, Christchurch",Request timed out
1810,"17 Newall Avenue, Bryndwr, Christchurch",Request timed out
1811,"34 Searells Road, Strowan, Christchurch",Request timed out
1812,"12 Mays Road, St Albans, Christchurch",Request timed out
1813,"27 Waller Terrace, Christchurch Central, Christchurch",Request timed out
1818,"17 Strickland Street, Sydenham, Christchurch",Request timed out
1819,"49 Malcolm Avenue, Beckenham, Christchurch",Request timed out
1820,"12 Glamis Place, Cashmere, Christchurch",Request timed out
1821,"17 Takahe Drive, Cashmere, Christchurch",Request timed out
1822,"17 St Martins Road, Saint Martins, Christchurch",Request timed out
1823,"11 Manatu Lane, Waltham, Christchurch",Request timed out
1825,"31 Matlock Street, Woolston, Christchurch",Request timed out
1827,"15 Loughton Street, Burwood, Christchurch",Request timed out
1829,"57 St Andrews Hill Road, Mount Pleasant, Christchurch",Request timed out
1830,"15 Halsey Street, South New Brighton, Christchurch",Request timed out
1836,"11 Maurice Stanton Place, Shirley, Christchurch",Request timed out
1837,"5 Broadpark Road, Waimairi Beach, Christchurch",Request timed out
1838,"11 Rosario Place, Aidanfield, Christchurch",Request timed out
1839,"19 St Andrews Hill Road, Mount Pleasant, Christchurch",Request timed out
1843,"10 Corfe Street, Ilam, Christchurch",Request timed out
1845,"8 Dunster Street, Burnside, Christchurch",Request timed out
1846,"12 Seagrave Place, Ilam, Christchurch",Request timed out
1847,"10 Maidstone Road, Ilam, Christchurch",Request timed out
1849,"21 Renwick Place, Hillmorton, Christchurch",Request timed out
1851,"10 Resolution Place, Bryndwr, Christchurch",Request timed out
1852,"75 Wairakei Road, Bryndwr, Christchurch",Request timed out
1853,"12 Bradnor Road, Fendalton, Christchurch",Request timed out
1855,"14 Bennett Street, St Albans, Christchurch",Request timed out
1856,"47 Rossall Street, Merivale, Christchurch",Request timed out
1861,"10 Cooke Street, Somerfield, Christchurch",Request timed out
1868,"37 Hawford Road, Opawa, Christchurch",Request timed out
1871,"14 Marlborough Street, Phillipstown, Christchurch",Request timed out
1876,"11 Maunsell Street, Woolston, Christchurch",Request timed out
1879,"34 Waratah Street, Avondale, Christchurch",Request timed out
1885,"103 Marlow Road, Aranui, Christchurch",Request timed out
1886,"10 Rosanna Place, Aranui, Christchurch",Request timed out
1890,"29 Wakefield Avenue, Sumner, Christchurch",Request timed out
1893,"124/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
1895,"120 Maces Road, Bromley, Christchurch",Request timed out
1904,"16 Malabar Crescent, Broomfield, Christchurch",Request timed out
1905,"41 Malabar Crescent, Broomfield, Christchurch",Request timed out
1906,"14 Glenora Place, Hornby, Christchurch",Request timed out
1907,"20 Mappleton Avenue, Burnside, Christchurch",Request timed out
1908,"291 Memorial Avenue, Burnside, Christchurch",Request timed out
1911,"389 Sawyers Arms Road, Harewood, Christchurch",Request timed out
1912,"14 Raleigh Street, Bishopdale, Christchurch",Request timed out
1914,"14 Bethel Crescent, Bishopdale, Christchurch",Request timed out
1922,"12 Willis Place, Spreydon, Christchurch",Request timed out
1925,"37 Cavendish Road, Casebrook, Christchurch",Request timed out
1926,"37 Halliwell Avenue, Papanui, Christchurch",Request timed out
1928,"17 Mary Street, Papanui, Christchurch",Request timed out
1929,"53 Hawthorne Street, Strowan, Christchurch",Request timed out
1930,"10 Strowan Road, Strowan, Christchurch",Request timed out
1932,"102 Cobham Street, Spreydon, Christchurch",Request timed out
1933,"103 Cobham Street, Spreydon, Christchurch",Request timed out
1934,"40 Rahera Street, Spreydon, Christchurch",Request timed out
1935,"19 Waiau Street, Cracroft, Christchurch",Request timed out
1936,"16 Winters Road, Redwood, Christchurch",Request timed out
1938,"14 Rosebery Street, Spreydon, Christchurch",Request timed out
1939,"111 Stanbury Avenue, Somerfield, Christchurch",Request timed out
1940,"19 Tahi Place, Belfast, Christchurch",Request timed out
1942,"22 Roosevelt Avenue, St Albans, Christchurch",Request timed out
1943,"11 Kidson Terrace, Cashmere, Christchurch",Request timed out
1947,"15 Perth Street, Richmond, Christchurch",Request timed out
1948,"20 Coopers Road, Dallington, Christchurch",Request timed out
1949,"36 Strathfield Avenue, Dallington, Christchurch",Request timed out
1950,"35 Matlock Street, Woolston, Christchurch",Request timed out
1952,"19 Hargood Street, Woolston, Christchurch",Request timed out
1953,"11 Glastonbury Drive, Burwood, Christchurch",Request timed out
1955,"11 Stour Drive, Burwood, Christchurch",Request timed out
1957,"144 Wainoni Road, Avondale, Christchurch",Request timed out
1959,"32 Waratah Street, Avondale, Christchurch",Request timed out
1963,"103 Main Road, Redcliffs, Christchurch",Request timed out
1971,"12 Watermill Boulevard, Northwood, Christchurch",Request timed out
1973,"23 Stallion Avenue, Halswell, Christchurch",Request timed out
1975,"25 Beckenham Street, Sydenham, Christchurch",Request timed out
1976,"16 Mafeking Street, New Brighton, Christchurch",Request timed out
1979,"15 Montague Street, Islington, Christchurch",Request timed out
1980,"24 Harkness Place, Avonhead, Christchurch",Request timed out
1982,"16 Marquess Avenue, Halswell, Christchurch",Request timed out
1983,"20 Montclare Avenue, Ilam, Christchurch",Request timed out
1984,"12 Watts Road, Sockburn, Christchurch",Request timed out
1986,"108 Wales Street, Halswell, Christchurch",Request timed out
1989,"23 Hadlow Place, Burnside, Christchurch",Request timed out
1990,"19 Haynes Avenue, Upper Riccarton, Christchurch",Request timed out
1991,"17 Newmark Street, Bishopdale, Christchurch",Request timed out
1992,"25 Cardinal Drive, Hillmorton, Christchurch",Request timed out
1993,"7 Martbern Crescent, Bishopdale, Christchurch",Request timed out
1994,"26 Hollyford Avenue, Bryndwr, Christchurch",Request timed out
1995,"12 Glandovey Road, Fendalton, Christchurch",Request timed out
1996,"10 Moreland Avenue, Papanui, Christchurch",Request timed out
1998,"23 Camden Street, Redwood, Christchurch",Request timed out
1999,"189 Lincoln Road, Addington, Christchurch",Request timed out
2019,"10 Marlin Place, Mairehau, Christchurch",Request timed out
2026,"104B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2038,"10 Mavin Road, Hoon Hay, Christchurch",Request timed out
2042,"16 Cotswold Avenue, Bishopdale, Christchurch",Request timed out
2044,"19 Carlyle Street, Sydenham, Christchurch",Request timed out
2045,"16 Coopers Road, Dallington, Christchurch",Request timed out
2046,"106 Bickerton Street, Wainoni, Christchurch",Request timed out
2047,"200A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2048,"201A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2049,"1/16 Milton Street, Somerfield, Christchurch",Request timed out
2052,"11 Matipo Street, Riccarton, Christchurch",Request timed out
2062,"106 Bowhill Road, New Brighton, Christchurch",Request timed out
2063,"28 Parade Court, Addington, Christchurch",Request timed out
2072,"16 Church Square, Addington, Christchurch",Request timed out
2078,"62 Briggs Road, Mairehau, Christchurch",Request timed out
2081,"23 Cheam Street, Dallington, Christchurch",Request timed out
2095,"19 Bronco Drive, Aidanfield, Christchurch",Request timed out
2097,"22 Baigent Way, Middleton, Christchurch",Request timed out
2099,"27/336 Lincoln Road, Addington, Christchurch",Request timed out
2100,"11/336 Lincoln Road, Addington, Christchurch",Request timed out
2101,"10 St Josephs Court, Sydenham, Christchurch",Request timed out
2115,"19 Bennett Street, St Albans, Christchurch",Request timed out
2117,"7 Carrington Street, St Albans, Christchurch",Request timed out
2124,"27 Parklands Drive, Huntsbury, Christchurch",Request timed out
2126,"10 Strathfield Avenue, Dallington, Christchurch",Request timed out
2127,"36 Coopers Road, Dallington, Christchurch",Request timed out
2129,"15 Brabourne Street, Hillsborough, Christchurch",Request timed out
2130,"15 Breezes Road, Avondale, Christchurch",Request timed out
2131,"14 Jacaranda Place, Parklands, Christchurch",Request timed out
2134,"32 Caithness Street, New Brighton, Christchurch",Request timed out
2137,"157 Bexley Road, Bexley, Christchurch",Request timed out
2138,"26 Hardy Street, New Brighton, Christchurch",Request timed out
2143,"12 Mahuri Street, Parklands, Christchurch",Request timed out
2146,"48 Harrison Street, Mairehau, Christchurch",Request timed out
2148,"1 Haughey Drive, Mairehau, Christchurch",Request timed out
2152,"12 Fairway Drive, Shirley, Christchurch",Request timed out
2153,"1 Rosella Street, Broomfield, Christchurch",Request timed out
2155,"10 Archdall Place, Avonhead, Christchurch",Request timed out
2160,"27 Maidstone Road, Ilam, Christchurch",Request timed out
2161,"19 Rountree Street, Upper Riccarton, Christchurch",Request timed out
2164,"12 Mathers Road, Hoon Hay, Christchurch",Request timed out
2170,"50 Malvern Street, St Albans, Christchurch",Request timed out
2171,"161 St Asaph Street, Christchurch Central, Christchurch",Request timed out
2176,"36 Colombo Street, Cashmere, Christchurch",Request timed out
2180,"23 Stapletons Road, Richmond, Christchurch",Request timed out
2181,"50 Hawford Road, Opawa, Christchurch",Request timed out
2183,"17 Marcroft Street, Woolston, Christchurch",Request timed out
2187,"10 Glenrowan Avenue, Avondale, Christchurch",Request timed out
2191,"17 Mattingley Street, Aranui, Christchurch",Request timed out
2193,"19 Caspian Street, South New Brighton, Christchurch",Request timed out
2196,"62 Brodie Street, Ilam, Christchurch",Request timed out
2200,"14 Jacques Way, Yaldhurst, Christchurch",Request timed out
2203,"103 Selwyn Street, Somerfield, Christchurch",Request timed out
2204,"11 Corserland Street, Burwood, Christchurch",Request timed out
2207,"10 Belgrove Place, Parklands, Christchurch",Request timed out
2214,"19/146 King Street, Sydenham, Christchurch",Request timed out
2215,"109BAU Worcester Street, Christchurch Central, Christchurch",Request timed out
2217,"31 Branston Street, Hornby, Christchurch",Request timed out
2218,"18 Marshwood Place, Sockburn, Christchurch",Request timed out
2220,"20 Parkham Drive, Burnside, Christchurch",Request timed out
2221,"22 Charlcott Street, Burnside, Christchurch",Request timed out
2222,"17 Mappleton Avenue, Burnside, Christchurch",Request timed out
2224,"23 Charles Upham Avenue, Hillmorton, Christchurch",Request timed out
2226,"12 Hollyford Avenue, Bryndwr, Christchurch",Request timed out
2228,"10 Morrison Avenue, Northcote, Christchurch",Request timed out
2231,"35 Halliwell Avenue, Papanui, Christchurch",Request timed out
2234,"10 Mottram Street, Redwood, Christchurch",Request timed out
2245,"12 Michigan Place, Burwood, Christchurch",Request timed out
2246,"11 Coopers Road, Dallington, Christchurch",Request timed out
2247,"19 Bramwell Street, Dallington, Christchurch",Request timed out
2252,"21 Pauline Street, Linwood, Christchurch",Request timed out
2254,"104 Bickerton Street, Wainoni, Christchurch",Request timed out
2255,"16 Styx River Place, Spencerville, Christchurch",Request timed out
2265,"14A Mathers Road, Hoon Hay, Christchurch",Request timed out
2270,"10 Bernadette Street, Aidanfield, Christchurch",Request timed out
2275,"19 Carradale Avenue, Broomfield, Christchurch",Request timed out
2276,"4 Glenconnor Place, Burwood, Christchurch",Request timed out
2277,"12 Faversham Lane, Casebrook, Christchurch",Request timed out
2278,"28 Colchester Place, Templeton, Christchurch",Request timed out
2280,"12 Kinross Street, Hei Hei, Christchurch",Request timed out
2281,"15 Brigham Drive, Halswell, Christchurch",Request timed out
2282,"11 Bendale Place, Avonhead, Christchurch",Request timed out
2283,"29 Hare Street, Ilam, Christchurch",Request timed out
2287,"15 Stanton Crescent, Hoon Hay, Christchurch",Request timed out
2289,"33 Hudson Street, Bryndwr, Christchurch",Request timed out
2291,"35 Haslam Crescent, Hoon Hay, Christchurch",Request timed out
2292,"9 Matipo Street, Middleton, Christchurch",Request timed out
2293,"35 Mathers Road, Hoon Hay, Christchurch",Request timed out
2294,"11 Sharnbrook Lane, Casebrook, Christchurch",Request timed out
2296,"11 Maryhill Avenue, Hoon Hay, Christchurch",Request timed out
2297,"11 Mistral Road, Northwood, Christchurch",Request timed out
2298,"32 Weston Road, St Albans, Christchurch",Request timed out
2299,"11 Hewitts Road, Merivale, Christchurch",Request timed out
2300,"14 Delhi Place, Cashmere, Christchurch",Request timed out
2301,"32 Stanbury Avenue, Somerfield, Christchurch",Request timed out
2303,"18 Carnaby Close, St Albans, Christchurch",Request timed out
2304,"28 Croziers Road, St Albans, Christchurch",Request timed out
2305,"15 Browns Road, St Albans, Christchurch",Request timed out
2306,"27 Kinloch Street, St Albans, Christchurch",Request timed out
2307,"32 Beveridge Street, Christchurch Central, Christchurch",Request timed out
2308,"22 Woodhouse Street, Linwood, Christchurch",Request timed out
2309,"24 Marine Parade, North New Brighton, Christchurch",Request timed out
2310,"26 Coniston Avenue, Ilam, Christchurch",Request timed out
2311,"550 Halswell Road, Halswell, Christchurch",Request timed out
2312,"12 Walsall Street, Addington, Christchurch",Request timed out
2316,"10 Mallard Place, Woolston, Christchurch",Request timed out
2318,"14 Maces Road, Bromley, Christchurch",Request timed out
2320,"12 Seamount Terrace, Mount Pleasant, Christchurch",Request timed out
2324,"15 Colina Street, Avonhead, Christchurch",Request timed out
2326,"16 Paddington Street, Northcote, Christchurch",Request timed out
2331,"4 Glenarm Terrace, Dallington, Christchurch",Request timed out
2332,"20 Briarmont Street, Avondale, Christchurch",Request timed out
2334,"4/21 Michelle Road, Wigram, Christchurch",Request timed out
2335,"42B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2338,"17 Marshland Road, Shirley, Christchurch",Request timed out
2339,"20 Saxon Street, Phillipstown, Christchurch",Request timed out
2340,"28 Cross Street, Phillipstown, Christchurch",Request timed out
2341,"10 Staffordshire Street, Burwood, Christchurch",Request timed out
2344,"62 Broadhaven Avenue, Parklands, Christchurch",Request timed out
2345,"10 Maurice Stanton Place, Shirley, Christchurch",Request timed out
2346,"34 Watts Road, Sockburn, Christchurch",Request timed out
2353,"12 Rosedale Place, Avonhead, Christchurch",Request timed out
2355,"12 Homer Place, Upper Riccarton, Christchurch",Request timed out
2356,"16 Cobra Street, Halswell, Christchurch",Request timed out
2361,"12 Wairarapa Terrace, Merivale, Christchurch",Request timed out
2363,"10 Bennett Street, St Albans, Christchurch",Request timed out
2364,"10 Bengal Drive, Cashmere, Christchurch",Request timed out
2366,"10 MacMillan Avenue, Cashmere, Christchurch",Request timed out
2367,"19 Mayfield Avenue, Mairehau, Christchurch",Request timed out
2368,"62 Mayfield Avenue, Mairehau, Christchurch",Request timed out
2369,"67 Hawdon Street, Sydenham, Christchurch",Request timed out
2370,"15 Cameron Street, Sydenham, Christchurch",Request timed out
2371,"28 Corson Avenue, Beckenham, Christchurch",Request timed out
2372,"37 Emmett Street, Shirley, Christchurch",Request timed out
2373,"15 Major Aitken Drive, Huntsbury, Christchurch",Request timed out
2375,"14 Manatu Lane, Waltham, Christchurch",Request timed out
2377,"17 Mackworth Street, Woolston, Christchurch",Request timed out
